origin_id,distance,month_name,day_of_week_sin,day_of_week_cos,minutes_sin,minutes_cos,precip_mm,cloud_cover,wind_speed,temp_range,humidity_comfort,heat_stress,duration
BT02,1.4913432233154422,September,0.7818314824680298,0.6234898018587336,0.6819983600624985,0.7313537016191706,0.0,4,8,13,Humid,Safe,6.35
BT03,0.9140332362197978,May,0.0,1.0,-0.9396926207859085,0.34202014332566816,0.1,83,4,7,Very Humid,Safe,4.666666666666667
BT02,1.4913432233154422,August,0.7818314824680298,0.6234898018587336,0.6819983600624985,0.7313537016191706,0.0,1,4,12,Very Humid,Safe,4.816666666666666
BT03,0.9140332362197978,February,0.0,1.0,0.6691306063588582,0.7431448254773942,0.0,14,2,12,Very Humid,Safe,1.75
BT01,1.3487946268033535,February,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0,14,2,12,Very Humid,Safe,2.2666666666666666
BT03,0.9140332362197978,April,0.0,1.0,-0.9998476951563913,0.01745240643728313,1.7,53,4,11,Very Humid,Safe,2.833333333333333
BT03,0.8131884117027338,April,0.9749279121818236,-0.22252093395631434,0.8571673007021122,0.5150380749100543,0.0,11,4,12,Very Humid,Safe,6.5
BT02,0.9140332362197978,April,0.7818314824680298,0.6234898018587336,0.5299192642332049,0.848048096156426,0.0,30,4,11,Very Humid,Safe,1.1166666666666667
BT03,0.9140332362197978,May,-0.433883739117558,-0.9009688679024191,0.6293203910498374,0.7771459614569709,0.0,16,5,11,Very Humid,Safe,1.7
BT02,0.9140332362197978,September,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0.0,11,4,12,Very Humid,Safe,2.3833333333333333
BT01,1.3487946268033535,February,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0,77,3,10,Very Humid,Safe,2.15
BT04,2.0232108549200403,July,0.9749279121818236,-0.22252093395631434,0.8386705679454239,0.5446390350150272,0.0,71,6,9,Very Humid,Safe,1.5166666666666666
BT04,1.5892632315739608,February,0.7818314824680298,0.6234898018587336,0.7313537016191705,0.6819983600624985,0.0,28,3,10,Very Humid,Safe,7.15
BT02,0.9140332362197978,July,0.9749279121818236,-0.22252093395631434,0.5877852522924731,0.8090169943749475,0.0,0,2,11,Very Humid,Safe,1.45
BT05,1.7382329657418492,July,0.0,1.0,0.8386705679454239,0.5446390350150272,0.0,3,4,10,Very Humid,Safe,7.1
BT02,0.9140332362197978,May,-0.433883739117558,-0.9009688679024191,0.48480962024633706,0.8746197071393957,0.0,4,3,9,Very Humid,Safe,2.4
BT02,1.3487946268033535,September,0.43388373911755823,-0.900968867902419,-0.2923717047227364,-0.9563047559630355,0.0,74,3,15,Comfortable,Caution,4.216666666666667
BT02,1.3487946268033535,August,0.0,1.0,-0.2588190451025207,0.9659258262890683,0.0,8,8,11,Very Humid,Safe,6.633333333333334
BT02,1.4913432233154422,May,0.9749279121818236,-0.22252093395631434,0.6819983600624985,0.7313537016191706,0.0,14,1,9,Very Humid,Safe,3.95
BT03,0.9140332362197978,August,-0.433883739117558,-0.9009688679024191,0.6156614753256582,0.788010753606722,0.0,21,3,8,Very Humid,Safe,1.85
BT06,1.369535376459733,August,0.0,1.0,0.7986355100472928,0.6018150231520484,0.0,0,4,13,Very Humid,Safe,6.266666666666667
BT06,2.60327554779162,February,0.7818314824680298,0.6234898018587336,-0.9816271834476641,0.19080899537654425,0.0,79,1,10,Very Humid,Safe,18.4
BT04,1.5892632315739608,May,0.7818314824680298,0.6234898018587336,0.7313537016191705,0.6819983600624985,0.0,14,1,8,Very Humid,Safe,6.266666666666667
BT04,1.5892632315739608,August,0.0,1.0,0.7986355100472928,0.6018150231520484,0.0,4,4,11,Very Humid,Safe,8.45
BT03,0.9140332362197978,March,0.43388373911755823,-0.900968867902419,-0.8386705679454243,0.5446390350150266,0.6,53,3,9,Very Humid,Safe,3.8333333333333335
BT02,1.4913432233154422,February,0.9749279121818236,-0.22252093395631434,0.6819983600624985,0.7313537016191706,0.0,18,4,11,Very Humid,Safe,4.116666666666666
BT04,2.0232108549200403,April,0.7818314824680298,0.6234898018587336,0.7431448254773941,0.6691306063588582,0.0,30,4,11,Very Humid,Safe,8.066666666666666
BT05,1.091282026742783,July,0.9749279121818236,-0.22252093395631434,0.7986355100472928,0.6018150231520484,0.0,31,3,8,Very Humid,Safe,1.8166666666666669
BT02,0.9140332362197978,March,0.43388373911755823,-0.900968867902419,0.7771459614569708,0.6293203910498375,0.1,81,4,9,Very Humid,Safe,8.616666666666667
BT05,1.091282026742783,May,-0.433883739117558,-0.9009688679024191,0.766044443118978,0.6427876096865394,0.0,4,3,9,Very Humid,Safe,1.7
BT02,1.3487946268033535,August,0.7818314824680298,0.6234898018587336,-0.8090169943749476,0.5877852522924729,0.0,5,3,12,Very Humid,Safe,4.45
BT03,0.9140332362197978,August,0.7818314824680298,0.6234898018587336,-0.9063077870366498,0.4226182617406996,0.0,88,6,13,Very Humid,Safe,5.9
BT06,1.369535376459733,March,-0.433883739117558,-0.9009688679024191,0.9659258262890683,0.25881904510252074,0.7,76,4,9,Very Humid,Caution,5.233333333333333
BT06,2.60327554779162,April,0.0,1.0,-0.9396926207859082,-0.3420201433256694,4.8,83,5,11,Very Humid,Safe,21.366666666666667
BT04,1.5892632315739608,May,0.0,1.0,0.6819983600624985,0.7313537016191706,0.0,19,3,7,Very Humid,Safe,5.6
BT06,1.369535376459733,August,0.9749279121818236,-0.22252093395631434,0.8290375725550417,0.5591929034707468,0.0,2,5,11,Very Humid,Safe,5.516666666666667
BT03,2.2617319586218145,August,0.7818314824680298,0.6234898018587336,-0.891006524188368,0.45399049973954664,0.0,0,10,13,Very Humid,Safe,18.216666666666665
BT04,1.5892632315739608,August,0.9749279121818236,-0.22252093395631434,0.7193398003386511,0.6946583704589974,0.0,5,4,12,Very Humid,Safe,6.916666666666667
BT03,0.9140332362197978,July,0.7818314824680298,0.6234898018587336,0.6560590289905072,0.754709580222772,0.0,3,5,11,Very Humid,Safe,1.8333333333333333
BT03,0.9140332362197978,August,0.0,1.0,0.6293203910498374,0.7771459614569709,0.0,0,4,12,Very Humid,Safe,1.6166666666666667
BT05,1.091282026742783,March,0.7818314824680298,0.6234898018587336,0.8090169943749475,0.5877852522924731,0.0,23,1,9,Very Humid,Safe,1.8
BT02,1.3487946268033535,August,0.9749279121818236,-0.22252093395631434,0.374606593415912,0.9271838545667874,0.0,5,4,12,Very Humid,Safe,1.85
BT03,0.9140332362197978,September,0.7818314824680298,0.6234898018587336,0.6691306063588582,0.7431448254773942,0.0,14,5,10,Very Humid,Safe,1.6
BT06,2.60327554779162,September,0.7818314824680298,0.6234898018587336,-0.992546151641322,0.12186934340514768,0.0,10,3,13,Very Humid,Safe,25.816666666666663
BT06,1.369535376459733,August,0.0,1.0,0.7771459614569708,0.6293203910498375,0.0,1,5,12,Very Humid,Safe,5.833333333333333
BT02,1.4913432233154422,May,0.7818314824680298,0.6234898018587336,0.6819983600624985,0.7313537016191706,0.0,14,1,8,Very Humid,Safe,3.7
BT06,1.369535376459733,May,-0.433883739117558,-0.9009688679024191,0.788010753606722,0.6156614753256583,0.0,4,3,9,Very Humid,Safe,5.183333333333334
BT03,0.9140332362197978,September,-0.433883739117558,-0.9009688679024191,-0.13917310096006552,-0.9902680687415703,0.0,86,5,15,Comfortable,Caution,4.783333333333333
BT02,1.4913432233154422,September,0.43388373911755823,-0.900968867902419,0.6691306063588582,0.7431448254773942,0.0,54,3,8,Very Humid,Safe,4.133333333333334
BT02,1.3487946268033535,February,0.0,1.0,-0.6819983600624983,0.7313537016191707,2.5,65,2,10,Very Humid,Safe,8.933333333333334
BT02,1.4913432233154422,February,0.43388373911755823,-0.900968867902419,0.6819983600624985,0.7313537016191706,0.0,28,1,10,Very Humid,Safe,4.716666666666667
BT01,1.3487946268033535,May,0.7818314824680298,0.6234898018587336,0.3907311284892737,0.9205048534524404,0.0,10,2,8,Very Humid,Safe,5.633333333333334
BT03,0.9140332362197978,August,0.0,1.0,-0.8746197071393961,0.4848096202463365,0.0,84,3,12,Very Humid,Safe,3.5166666666666666
BT04,1.5892632315739608,August,0.43388373911755823,-0.900968867902419,0.7193398003386511,0.6946583704589974,0.0,14,4,8,Very Humid,Safe,7.333333333333333
BT02,1.3487946268033535,September,0.0,1.0,-0.8746197071393961,0.4848096202463365,0.6,78,4,9,Very Humid,Safe,6.05
BT03,0.9140332362197978,August,0.9749279121818236,-0.22252093395631434,-0.6819983600624983,0.7313537016191707,0.0,88,3,14,Very Humid,Safe,4.416666666666667
BT02,1.4913432233154422,September,0.0,1.0,0.6560590289905072,0.754709580222772,0.0,5,3,12,Very Humid,Safe,4.5
BT06,2.60327554779162,March,0.43388373911755823,-0.900968867902419,-0.30901699437494773,-0.9510565162951535,1.0,63,3,6,Very Humid,Caution,16.216666666666665
BT05,1.091282026742783,May,-0.433883739117558,-0.9009688679024191,0.7771459614569708,0.6293203910498375,0.0,16,5,11,Very Humid,Safe,1.7833333333333334
BT04,1.4913432233154422,August,-0.433883739117558,-0.9009688679024191,0.27563735581699916,0.9612616959383189,0.0,7,5,11,Very Humid,Safe,3.283333333333333
BT05,1.7382329657418492,April,0.9749279121818236,-0.22252093395631434,0.7986355100472928,0.6018150231520484,0.0,38,2,10,Very Humid,Safe,7.583333333333333
BT03,0.9140332362197978,March,0.9749279121818236,-0.22252093395631434,-0.32556815445715676,-0.9455185755993167,0.3,71,4,8,Very Humid,Caution,2.2333333333333334
BT03,0.9140332362197978,March,0.7818314824680298,0.6234898018587336,0.9396926207859083,0.3420201433256688,0.0,81,2,11,Humid,Caution,1.6666666666666667
BT03,0.9140332362197978,May,0.43388373911755823,-0.900968867902419,0.6427876096865393,0.766044443118978,0.0,22,3,11,Very Humid,Safe,1.4166666666666667
BT01,1.3487946268033535,March,0.43388373911755823,-0.900968867902419,0.7071067811865476,0.7071067811865476,0.1,81,4,9,Very Humid,Safe,5.983333333333333
BT02,0.9140332362197978,February,0.0,1.0,0.5299192642332049,0.848048096156426,0.0,77,3,10,Very Humid,Safe,1.4666666666666666
BT03,0.9140332362197978,July,0.43388373911755823,-0.900968867902419,0.6560590289905072,0.754709580222772,0.0,0,3,11,Very Humid,Safe,1.5833333333333333
BT04,1.5892632315739608,September,0.43388373911755823,-0.900968867902419,0.754709580222772,0.6560590289905073,0.0,0,6,15,Very Humid,Safe,7.966666666666667
BT05,1.091282026742783,February,0.7818314824680298,0.6234898018587336,0.8090169943749475,0.5877852522924731,0.5,79,1,11,Very Humid,Safe,1.5166666666666666
BT05,1.7382329657418492,July,0.43388373911755823,-0.900968867902419,0.8090169943749475,0.5877852522924731,0.0,0,3,11,Very Humid,Safe,6.383333333333334
BT07,1.369535376459733,February,0.0,1.0,-0.9986295347545738,0.052335956242943946,4.4,74,3,12,Very Humid,Safe,6.233333333333333
BT03,0.8131884117027338,April,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.0,50,4,10,Very Humid,Safe,5.8
BT02,1.4913432233154422,March,-0.433883739117558,-0.9009688679024191,0.6691306063588582,0.7431448254773942,0.0,21,1,12,Very Humid,Safe,4.833333333333333
BT03,0.9140332362197978,August,0.43388373911755823,-0.900968867902419,0.6560590289905072,0.754709580222772,0.0,0,6,13,Very Humid,Safe,1.6333333333333333
BT04,1.5892632315739608,September,0.7818314824680298,0.6234898018587336,0.6946583704589973,0.7193398003386512,0.0,0,3,13,Humid,Safe,8.016666666666667
BT05,1.091282026742783,August,0.0,1.0,0.7986355100472928,0.6018150231520484,0.0,0,4,12,Very Humid,Safe,1.8666666666666667
BT05,1.091282026742783,May,0.7818314824680298,0.6234898018587336,0.754709580222772,0.6560590289905073,0.0,10,2,8,Very Humid,Safe,1.6666666666666667
BT06,2.0232108549200403,April,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.0,49,1,13,Very Humid,Safe,7.066666666666666
BT04,1.5892632315739608,September,0.9749279121818236,-0.22252093395631434,0.7313537016191705,0.6819983600624985,0.0,7,3,12,Very Humid,Safe,6.766666666666667
BT02,1.3487946268033535,February,0.0,1.0,0.35836794954530027,0.9335804264972017,0.0,44,6,7,Very Humid,Safe,2.05
BT02,1.4913432233154422,February,0.43388373911755823,-0.900968867902419,0.6691306063588582,0.7431448254773942,0.0,40,3,10,Very Humid,Safe,3.933333333333333
BT05,1.091282026742783,August,0.43388373911755823,-0.900968867902419,0.8191520442889918,0.573576436351046,0.0,0,6,13,Very Humid,Safe,2.1166666666666667
BT01,2.2617319586218145,April,0.9749279121818236,-0.22252093395631434,0.7431448254773941,0.6691306063588582,0.0,11,4,12,Very Humid,Safe,3.45
BT02,0.9140332362197978,September,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.0,0,3,13,Humid,Safe,1.5166666666666666
BT02,1.4913432233154422,July,0.0,1.0,0.6946583704589973,0.7193398003386512,0.0,6,5,11,Very Humid,Safe,4.066666666666666
BT03,0.9140332362197978,July,0.9749279121818236,-0.22252093395631434,0.6427876096865393,0.766044443118978,0.0,31,3,8,Very Humid,Safe,1.9666666666666663
BT01,1.3487946268033535,May,-0.433883739117558,-0.9009688679024191,0.4383711467890774,0.898794046299167,0.0,16,5,11,Very Humid,Safe,3.983333333333333
BT06,2.60327554779162,February,0.0,1.0,-0.9848077530122081,0.17364817766692997,0.8,83,1,12,Very Humid,Safe,16.666666666666668
BT01,1.3487946268033535,August,0.9749279121818236,-0.22252093395631434,-0.5299192642332058,0.8480480961564254,0.0,9,7,12,Very Humid,Safe,13.45
BT02,0.9140332362197978,February,0.7818314824680298,0.6234898018587336,0.5446390350150271,0.838670567945424,0.0,28,3,10,Very Humid,Safe,1.2333333333333334
BT02,1.3487946268033535,August,0.43388373911755823,-0.900968867902419,0.374606593415912,0.9271838545667874,0.0,0,6,13,Very Humid,Safe,2.216666666666667
BT04,1.5892632315739608,May,-0.433883739117558,-0.9009688679024191,0.6946583704589973,0.7193398003386512,0.0,4,3,9,Very Humid,Safe,6.1
BT05,1.091282026742783,February,-0.433883739117558,-0.9009688679024191,0.8090169943749475,0.5877852522924731,0.0,47,0,10,Very Humid,Safe,1.6833333333333331
BT01,1.3487946268033535,April,0.0,1.0,0.4383711467890774,0.898794046299167,0.0,33,2,11,Very Humid,Safe,6.216666666666667
BT04,1.4913432233154422,June,-0.433883739117558,-0.9009688679024191,0.5591929034707469,0.8290375725550417,0.0,76,5,8,Very Humid,Safe,2.75
BT06,2.60327554779162,August,0.0,1.0,-0.9816271834476641,0.19080899537654425,0.0,84,3,12,Very Humid,Safe,18.683333333333334
BT06,1.369535376459733,April,0.7818314824680298,0.6234898018587336,0.8290375725550417,0.5591929034707468,0.0,30,4,11,Very Humid,Safe,6.333333333333333
BT06,1.369535376459733,March,0.43388373911755823,-0.900968867902419,0.9455185755993167,0.32556815445715676,0.3,82,5,6,Very Humid,Caution,4.45
BT04,1.5892632315739608,June,0.7818314824680298,0.6234898018587336,0.7431448254773941,0.6691306063588582,0.0,7,6,7,Very Humid,Safe,5.333333333333333
BT03,0.9140332362197978,September,0.0,1.0,0.6427876096865393,0.766044443118978,0.0,5,3,12,Very Humid,Safe,1.5
BT02,0.9140332362197978,August,0.43388373911755823,-0.900968867902419,0.5150380749100542,0.8571673007021123,0.0,0,6,13,Very Humid,Safe,1.5666666666666669
BT02,1.4913432233154422,September,0.9749279121818236,-0.22252093395631434,0.6691306063588582,0.7431448254773942,0.0,7,3,12,Very Humid,Safe,4.966666666666667
BT06,4.786027983623583,August,-0.433883739117558,-0.9009688679024191,0.8571673007021122,0.5150380749100543,0.0,6,5,8,Very Humid,Safe,25.666666666666668
BT05,1.091282026742783,September,0.43388373911755823,-0.900968867902419,0.8191520442889918,0.573576436351046,0.0,54,3,8,Very Humid,Safe,1.9333333333333331
BT06,1.369535376459733,June,0.0,1.0,0.8191520442889918,0.573576436351046,0.0,20,6,6,Very Humid,Safe,5.633333333333334
BT01,1.3487946268033535,August,-0.433883739117558,-0.9009688679024191,0.48480962024633706,0.8746197071393957,0.0,3,6,14,Very Humid,Safe,2.3
BT02,0.9140332362197978,September,0.43388373911755823,-0.900968867902419,0.5150380749100542,0.8571673007021123,0.0,9,2,15,Very Humid,Safe,2.05
BT06,1.369535376459733,August,0.0,1.0,0.8191520442889918,0.573576436351046,0.0,0,4,12,Very Humid,Safe,5.533333333333333
BT06,1.369535376459733,May,0.43388373911755823,-0.900968867902419,0.8090169943749475,0.5877852522924731,0.0,10,4,8,Very Humid,Safe,5.366666666666666
BT03,0.9140332362197978,March,0.43388373911755823,-0.900968867902419,-0.5591929034707467,-0.8290375725550417,1.0,63,3,6,Very Humid,Caution,2.75
BT02,0.9140332362197978,May,0.7818314824680298,0.6234898018587336,0.5150380749100542,0.8571673007021123,0.0,20,5,7,Very Humid,Safe,1.15
BT05,1.7382329657418492,September,-0.433883739117558,-0.9009688679024191,0.8290375725550417,0.5591929034707468,0.0,3,4,15,Very Humid,Safe,7.3
BT06,2.60327554779162,May,-0.433883739117558,-0.9009688679024191,-0.6293203910498376,-0.7771459614569708,0.5,71,3,9,Very Humid,Caution,15.65
BT02,1.3487946268033535,February,0.9749279121818236,-0.22252093395631434,-0.8571673007021123,0.5150380749100542,0.2,51,4,9,Very Humid,Safe,4.833333333333333
BT04,1.4913432233154422,February,0.0,1.0,0.29237170472273677,0.9563047559630354,0.0,44,6,7,Very Humid,Safe,3.75
BT02,1.3487946268033535,February,0.0,1.0,0.3090169943749474,0.9510565162951535,0.0,14,2,12,Very Humid,Safe,1.6833333333333331
BT06,1.369535376459733,May,-0.433883739117558,-0.9009688679024191,0.7986355100472928,0.6018150231520484,0.0,16,5,11,Very Humid,Safe,4.85
BT03,0.9140332362197978,August,0.0,1.0,0.6156614753256582,0.788010753606722,0.0,0,4,13,Very Humid,Safe,1.5833333333333333
BT03,0.9140332362197978,June,0.7818314824680298,0.6234898018587336,0.6691306063588582,0.7431448254773942,0.0,7,6,7,Very Humid,Safe,1.2333333333333334
BT02,1.4913432233154422,July,-0.433883739117558,-0.9009688679024191,0.7071067811865476,0.7071067811865476,0.0,1,5,11,Very Humid,Safe,4.816666666666666
BT01,1.3487946268033535,May,0.9749279121818236,-0.22252093395631434,0.4694715627858908,0.882947592858927,0.0,24,4,7,Very Humid,Safe,2.1666666666666665
BT06,2.60327554779162,March,0.43388373911755823,-0.900968867902419,-0.9659258262890682,0.25881904510252113,0.6,53,3,9,Very Humid,Safe,17.733333333333334
BT04,1.5892632315739608,August,-0.433883739117558,-0.9009688679024191,0.7313537016191705,0.6819983600624985,0.0,3,5,14,Very Humid,Safe,7.583333333333333
BT04,1.4913432233154422,February,0.0,1.0,0.17364817766693033,0.984807753012208,0.0,14,2,12,Very Humid,Safe,8.066666666666666
BT03,0.9140332362197978,September,0.7818314824680298,0.6234898018587336,-0.8386705679454243,0.5446390350150266,0.0,10,3,13,Very Humid,Safe,2.966666666666667
BT04,1.5892632315739608,February,0.0,1.0,0.766044443118978,0.6427876096865394,0.0,77,3,10,Very Humid,Safe,6.6
BT07,1.369535376459733,February,0.7818314824680298,0.6234898018587336,-0.9986295347545738,0.052335956242943946,0.3,89,5,9,Very Humid,Safe,9.333333333333334
BT02,0.9140332362197978,September,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.0,0,6,15,Very Humid,Safe,2.183333333333333
BT04,1.5892632315739608,July,0.9749279121818236,-0.22252093395631434,0.7193398003386511,0.6946583704589974,0.0,31,3,8,Very Humid,Safe,6.616666666666666
BT02,1.3487946268033535,August,0.9749279121818236,-0.22252093395631434,-0.6560590289905074,0.7547095802227719,0.0,5,5,11,Very Humid,Safe,6.866666666666666
BT05,1.7382329657418492,June,-0.433883739117558,-0.9009688679024191,0.8571673007021122,0.5150380749100543,0.0,76,5,8,Very Humid,Safe,6.85
BT02,1.4913432233154422,September,-0.433883739117558,-0.9009688679024191,0.6427876096865393,0.766044443118978,0.0,4,6,13,Very Humid,Safe,4.35
BT01,2.2617319586218145,August,0.0,1.0,0.7193398003386511,0.6946583704589974,0.0,4,4,11,Very Humid,Safe,0.1666666666666666
BT03,0.9140332362197978,May,-0.433883739117558,-0.9009688679024191,-0.8191520442889916,-0.5735764363510464,0.5,71,3,9,Very Humid,Caution,2.566666666666667
BT04,1.5892632315739608,September,0.43388373911755823,-0.900968867902419,0.7193398003386511,0.6946583704589974,0.0,54,3,8,Very Humid,Safe,9.133333333333333
BT01,1.3487946268033535,August,0.7818314824680298,0.6234898018587336,0.42261826174069944,0.9063077870366499,0.0,1,4,12,Very Humid,Safe,6.533333333333333
BT02,0.9140332362197978,February,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.5,79,1,11,Very Humid,Safe,1.3833333333333333
BT04,1.5892632315739608,May,-0.433883739117558,-0.9009688679024191,0.7193398003386511,0.6946583704589974,0.0,16,5,11,Very Humid,Safe,5.383333333333334
BT03,0.9140332362197978,May,0.43388373911755823,-0.900968867902419,-0.8571673007021123,0.5150380749100542,0.1,81,4,11,Very Humid,Safe,6.133333333333334
BT02,0.9140332362197978,August,0.7818314824680298,0.6234898018587336,0.5150380749100542,0.8571673007021123,0.0,0,7,13,Very Humid,Safe,1.4333333333333331
BT02,0.9140332362197978,May,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0,19,3,7,Very Humid,Safe,1.2
BT02,1.4913432233154422,March,0.7818314824680298,0.6234898018587336,0.9510565162951535,0.30901699437494745,0.0,81,2,11,Humid,Caution,5.15
BT02,0.9140332362197978,June,0.0,1.0,-0.6156614753256588,0.7880107536067216,0.0,76,8,4,Very Humid,Safe,1.7833333333333334
BT07,1.369535376459733,February,0.43388373911755823,-0.900968867902419,-0.9993908270190958,0.03489949670250128,3.9,61,5,10,Very Humid,Safe,25.15
BT02,0.9140332362197978,August,0.7818314824680298,0.6234898018587336,0.48480962024633706,0.8746197071393957,0.0,0,3,13,Very Humid,Safe,1.1833333333333331
BT04,1.5892632315739608,August,0.0,1.0,0.6819983600624985,0.7313537016191706,0.0,1,5,12,Very Humid,Safe,6.5
BT07,5.8468950780178846,September,0.0,1.0,0.8746197071393957,0.4848096202463371,0.0,4,1,12,Comfortable,Extreme Caution,6.716666666666667
