route_id,start_time,end_time,start_hour,end_hour,start_stop,end_stop,start_stop_id,end_stop_id,start_lat,start_lon,end_lat,end_lon,duration,distance
10,2024-03-01 07:22:39,2024-03-01 07:29:53,7,7,MAN 2,SMP 4,BT05,BT07,-7.96334,112.62548,-7.97693,112.6334,7.233333333333333,1.7382329657418492
10,2024-03-04 06:44:08,2024-03-04 06:47:33,6,6,SMA 8,SD Dinoyo 2,BT04,BT02,-7.95658,112.61276,-7.94329,112.61047,3.4166666666666665,1.4913432233154422
10,2024-03-04 06:47:33,2024-03-04 06:50:08,6,6,SD Dinoyo 2,SPBU Tlogomas,BT02,BT01,-7.94329,112.61047,-7.93324,112.60354,2.5833333333333335,1.3487946268033537
10,2024-03-04 06:50:08,2024-03-04 06:58:37,6,6,SPBU Tlogomas,SPBU Tlogomas,BT01,BT01,-7.93324,112.60354,-7.93324,112.60354,8.483333333333333,0.0
10,2024-03-04 06:58:37,2024-03-04 07:01:41,6,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,3.066666666666667,1.3487946268033537
10,2024-03-04 07:01:41,2024-03-04 07:03:28,7,7,SD Dinoyo 2,SMA 9,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.7833333333333334,0.9140332362197978
10,2024-03-04 07:03:28,2024-03-04 07:12:40,7,7,SMA 9,SMA 9,BT03,BT03,-7.94979,112.61559,-7.94979,112.61559,9.2,0.0
10,2024-03-04 07:12:40,2024-03-04 07:14:23,7,7,SMA 9,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.7166666666666666,0.9140332362197978
10,2024-03-04 07:14:23,2024-03-04 07:19:00,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,4.616666666666666,1.4913432233154422
10,2024-03-04 07:19:00,2024-03-04 07:25:49,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,6.816666666666666,1.5892632315739608
10,2024-03-04 07:25:49,2024-03-04 07:27:57,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,2.1333333333333333,1.091282026742783
10,2024-03-04 07:27:57,2024-03-04 07:33:27,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,5.5,1.369535376459733
10,2024-03-05 06:58:24,2024-03-05 07:03:30,6,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,5.1,1.3487946268033537
10,2024-03-05 07:03:30,2024-03-05 07:04:37,7,7,SD Dinoyo 2,SMA 9,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.1166666666666667,0.9140332362197978
10,2024-03-05 07:04:37,2024-03-05 07:12:32,7,7,SMA 9,SMA 9,BT03,BT03,-7.94979,112.61559,-7.94979,112.61559,7.916666666666667,0.0
10,2024-03-05 07:12:32,2024-03-05 07:13:56,7,7,SMA 9,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.4,0.9140332362197978
10,2024-03-05 07:13:56,2024-03-05 07:18:22,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,4.433333333333334,1.4913432233154422
10,2024-03-05 07:18:22,2024-03-05 07:23:59,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,5.616666666666666,1.5892632315739608
10,2024-03-05 07:23:59,2024-03-05 07:25:47,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,1.8,1.091282026742783
10,2024-03-05 07:25:47,2024-03-05 07:31:39,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,5.866666666666666,1.369535376459733
10,2024-03-06 07:02:26,2024-03-06 07:07:06,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,4.666666666666667,1.3487946268033537
10,2024-03-06 07:07:06,2024-03-06 07:08:14,7,7,SD Dinoyo 2,SMA 9,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.1333333333333333,0.9140332362197978
10,2024-03-06 07:08:14,2024-03-06 07:16:04,7,7,SMA 9,SMA 9,BT03,BT03,-7.94979,112.61559,-7.94979,112.61559,7.833333333333333,0.0
10,2024-03-06 07:16:04,2024-03-06 07:17:49,7,7,SMA 9,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.75,0.9140332362197978
10,2024-03-06 07:17:49,2024-03-06 07:23:14,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,5.416666666666667,1.4913432233154422
10,2024-03-06 07:23:14,2024-03-06 07:30:53,7,7,SMA 8,SMA Dempo,BT04,BT06,-7.95658,112.61276,-7.9725,112.6218,7.65,2.0232108549200403
10,2024-03-06 07:30:53,2024-03-06 07:36:26,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,5.55,1.369535376459733
10,2024-03-07 07:00:10,2024-03-07 07:04:29,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,4.316666666666666,1.3487946268033537
10,2024-03-07 07:04:29,2024-03-07 07:05:37,7,7,SD Dinoyo 2,SMA 9,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.1333333333333333,0.9140332362197978
10,2024-03-07 07:05:37,2024-03-07 07:13:04,7,7,SMA 9,SMA 9,BT03,BT03,-7.94979,112.61559,-7.94979,112.61559,7.45,0.0
10,2024-03-07 07:13:04,2024-03-07 07:14:20,7,7,SMA 9,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.2666666666666666,0.9140332362197978
10,2024-03-07 07:14:20,2024-03-07 07:18:00,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,3.6666666666666665,1.4913432233154422
10,2024-03-07 07:18:00,2024-03-07 07:25:05,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,7.083333333333333,1.5892632315739608
10,2024-03-07 07:25:05,2024-03-07 07:33:10,7,7,MAN 2,SMP 4,BT05,BT07,-7.96334,112.62548,-7.97693,112.6334,8.083333333333334,1.7382329657418492
10,2024-03-08 06:54:23,2024-03-08 07:04:01,6,7,SPBU Tlogomas,SPBU Tlogomas,BT01,BT01,-7.93324,112.60354,-7.93324,112.60354,9.633333333333333,0.0
10,2024-03-08 07:04:01,2024-03-08 07:06:03,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,2.033333333333333,1.3487946268033537
10,2024-03-08 07:06:03,2024-03-08 07:07:39,7,7,SD Dinoyo 2,SMA 9,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.6,0.9140332362197978
10,2024-03-08 07:07:39,2024-03-08 07:15:19,7,7,SMA 9,SMA 9,BT03,BT03,-7.94979,112.61559,-7.94979,112.61559,7.666666666666667,0.0
10,2024-03-08 07:15:19,2024-03-08 07:17:16,7,7,SMA 9,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.95,0.9140332362197978
10,2024-03-08 07:17:16,2024-03-08 07:22:31,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,5.25,1.4913432233154422
10,2024-03-08 07:22:31,2024-03-08 07:30:21,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,7.833333333333333,1.5892632315739608
10,2024-03-08 07:30:21,2024-03-08 07:32:20,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,1.9833333333333334,1.091282026742783
10,2024-03-08 07:32:20,2024-03-08 07:38:45,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,6.416666666666667,1.369535376459733
10,2024-03-15 07:10:28,2024-03-15 07:16:48,7,7,SPBU Tlogomas,SPBU Tlogomas,BT01,BT01,-7.93324,112.60354,-7.93324,112.60354,6.333333333333333,0.0
10,2024-03-15 07:16:48,2024-03-15 07:19:01,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,2.216666666666667,1.3487946268033537
10,2024-03-15 07:19:01,2024-03-15 07:20:21,7,7,SD Dinoyo 2,SMA 9,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.3333333333333333,0.9140332362197978
10,2024-03-15 07:20:21,2024-03-15 07:29:47,7,7,SMA 9,SMA 9,BT03,BT03,-7.94979,112.61559,-7.94979,112.61559,9.433333333333334,0.0
10,2024-03-15 07:29:47,2024-03-15 07:31:23,7,7,SMA 9,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.6,0.9140332362197978
10,2024-03-15 07:31:23,2024-03-15 07:36:31,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,5.133333333333334,1.4913432233154422
10,2024-03-15 07:36:31,2024-03-15 07:42:29,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,5.966666666666667,1.5892632315739608
10,2024-03-15 07:42:29,2024-03-15 07:44:06,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,1.6166666666666667,1.091282026742783
10,2024-03-15 07:44:06,2024-03-15 07:49:20,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,5.233333333333333,1.369535376459733
10,2024-03-18 07:07:58,2024-03-18 07:18:44,7,7,SPBU Tlogomas,SPBU Tlogomas,BT01,BT01,-7.93324,112.60354,-7.93324,112.60354,10.766666666666667,0.0
10,2024-03-18 07:18:44,2024-03-18 07:20:47,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,2.05,1.3487946268033537
10,2024-03-18 07:20:47,2024-03-18 07:22:20,7,7,SD Dinoyo 2,SMA 9,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.55,0.9140332362197978
10,2024-03-18 07:22:20,2024-03-18 07:29:56,7,7,SMA 9,SMA 9,BT03,BT03,-7.94979,112.61559,-7.94979,112.61559,7.6,0.0
10,2024-03-18 07:29:56,2024-03-18 07:31:52,7,7,SMA 9,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.9333333333333333,0.9140332362197978
10,2024-03-18 07:31:52,2024-03-18 07:37:07,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,5.25,1.4913432233154422
10,2024-03-18 07:37:07,2024-03-18 07:41:46,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,4.65,1.5892632315739608
10,2024-03-18 07:41:46,2024-03-18 07:43:27,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,1.6833333333333333,1.091282026742783
10,2024-03-18 07:43:27,2024-03-18 07:48:37,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,5.166666666666667,1.369535376459733
10,2024-03-19 07:07:44,2024-03-19 07:17:21,7,7,SPBU Tlogomas,SPBU Tlogomas,BT01,BT01,-7.93324,112.60354,-7.93324,112.60354,9.616666666666667,0.0
10,2024-03-19 07:17:21,2024-03-19 07:19:04,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,1.7166666666666666,1.3487946268033537
10,2024-03-19 07:19:04,2024-03-19 07:20:29,7,7,SD Dinoyo 2,SMA 9,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.4166666666666667,0.9140332362197978
10,2024-03-19 07:20:29,2024-03-19 07:29:12,7,7,SMA 9,SMA 9,BT03,BT03,-7.94979,112.61559,-7.94979,112.61559,8.716666666666667,0.0
10,2024-03-19 07:29:12,2024-03-19 07:31:00,7,7,SMA 9,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.8,0.9140332362197978
10,2024-03-19 07:31:00,2024-03-19 07:35:49,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,4.816666666666666,1.4913432233154422
10,2024-03-19 07:35:49,2024-03-19 07:39:55,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,4.1,1.5892632315739608
10,2024-03-19 07:39:55,2024-03-19 07:41:36,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,1.6833333333333333,1.091282026742783
10,2024-03-19 07:41:36,2024-03-19 07:46:46,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,5.166666666666667,1.369535376459733
10,2024-03-20 07:18:56,2024-03-20 07:24:21,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,5.416666666666667,1.3487946268033537
10,2024-03-20 07:24:21,2024-03-20 07:26:02,7,7,SD Dinoyo 2,SMA 9,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.6833333333333333,0.9140332362197978
10,2024-03-20 07:26:02,2024-03-20 07:33:09,7,7,SMA 9,SMA 9,BT03,BT03,-7.94979,112.61559,-7.94979,112.61559,7.116666666666666,0.0
10,2024-03-20 07:33:09,2024-03-20 07:34:36,7,7,SMA 9,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.45,0.9140332362197978
10,2024-03-20 07:34:36,2024-03-20 07:39:22,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,4.766666666666667,1.4913432233154422
10,2024-03-20 07:39:22,2024-03-20 07:48:56,7,7,SMA 8,SMP 4,BT04,BT07,-7.95658,112.61276,-7.97693,112.6334,9.566666666666666,3.200573835232762
10,2024-03-21 07:14:49,2024-03-21 07:19:39,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,4.833333333333333,1.3487946268033537
10,2024-03-21 07:19:39,2024-03-21 07:20:56,7,7,SD Dinoyo 2,SMA 9,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.2833333333333334,0.9140332362197978
10,2024-03-21 07:20:56,2024-03-21 07:27:57,7,7,SMA 9,SMA 9,BT03,BT03,-7.94979,112.61559,-7.94979,112.61559,7.016666666666667,0.0
10,2024-03-21 07:27:57,2024-03-21 07:29:22,7,7,SMA 9,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.4166666666666667,0.9140332362197978
10,2024-03-21 07:29:22,2024-03-21 07:33:45,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,4.383333333333334,1.4913432233154422
10,2024-03-21 07:33:45,2024-03-21 07:40:55,7,7,SMA 8,SMA Dempo,BT04,BT06,-7.95658,112.61276,-7.9725,112.6218,7.166666666666667,2.0232108549200403
10,2024-03-21 07:40:55,2024-03-21 07:45:22,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,4.45,1.369535376459733
10,2024-03-22 07:13:14,2024-03-22 07:19:39,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,6.416666666666667,1.3487946268033537
10,2024-03-22 07:19:39,2024-03-22 07:20:57,7,7,SD Dinoyo 2,SMA 9,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.3,0.9140332362197978
10,2024-03-22 07:20:57,2024-03-22 07:27:59,7,7,SMA 9,SMA 9,BT03,BT03,-7.94979,112.61559,-7.94979,112.61559,7.033333333333333,0.0
10,2024-03-22 07:27:59,2024-03-22 07:29:50,7,7,SMA 9,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.85,0.9140332362197978
10,2024-03-22 07:29:50,2024-03-22 07:34:04,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,4.233333333333333,1.4913432233154422
10,2024-03-22 07:34:04,2024-03-22 07:39:19,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,5.25,1.5892632315739608
10,2024-03-22 07:39:19,2024-03-22 07:46:55,7,7,MAN 2,SMP 4,BT05,BT07,-7.96334,112.62548,-7.97693,112.6334,7.6,1.7382329657418492
10,2024-03-25 07:13:45,2024-03-25 07:18:30,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,4.75,1.3487946268033537
10,2024-03-25 07:18:30,2024-03-25 07:19:47,7,7,SD Dinoyo 2,SMA 9,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.2833333333333334,0.9140332362197978
10,2024-03-25 07:19:47,2024-03-25 07:26:34,7,7,SMA 9,SMA 9,BT03,BT03,-7.94979,112.61559,-7.94979,112.61559,6.783333333333333,0.0
10,2024-03-25 07:26:34,2024-03-25 07:27:49,7,7,SMA 9,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.25,0.9140332362197978
10,2024-03-25 07:27:49,2024-03-25 07:33:45,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,5.933333333333334,1.4913432233154422
10,2024-03-25 07:33:45,2024-03-25 07:44:10,7,7,SMA 8,SMP 4,BT04,BT07,-7.95658,112.61276,-7.97693,112.6334,10.416666666666666,3.200573835232762
10,2024-03-26 07:27:23,2024-03-26 07:31:18,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,3.9166666666666665,1.3487946268033537
10,2024-03-26 07:31:18,2024-03-26 07:32:58,7,7,SD Dinoyo 2,SMA 9,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.6666666666666667,0.9140332362197978
10,2024-03-26 07:32:58,2024-03-26 07:39:59,7,7,SMA 9,SMA 9,BT03,BT03,-7.94979,112.61559,-7.94979,112.61559,7.016666666666667,0.0
10,2024-03-26 07:39:59,2024-03-26 07:41:39,7,7,SMA 9,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.6666666666666667,0.9140332362197978
10,2024-03-26 07:41:39,2024-03-26 07:46:48,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,5.15,1.4913432233154422
10,2024-03-26 07:46:48,2024-03-26 07:53:14,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,6.433333333333334,1.5892632315739608
10,2024-03-26 07:53:14,2024-03-26 07:54:57,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,1.7166666666666666,1.091282026742783
10,2024-03-26 07:54:57,2024-03-26 07:59:11,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,4.233333333333333,1.369535376459733
10,2024-03-27 07:09:32,2024-03-27 07:17:52,7,7,SPBU Tlogomas,SPBU Tlogomas,BT01,BT01,-7.93324,112.60354,-7.93324,112.60354,8.333333333333334,0.0
10,2024-03-27 07:17:52,2024-03-27 07:19:53,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,2.0166666666666666,1.3487946268033537
10,2024-03-27 07:19:53,2024-03-27 07:21:03,7,7,SD Dinoyo 2,SMA 9,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.1666666666666667,0.9140332362197978
10,2024-03-27 07:21:03,2024-03-27 07:28:25,7,7,SMA 9,SMA 9,BT03,BT03,-7.94979,112.61559,-7.94979,112.61559,7.366666666666666,0.0
10,2024-03-27 07:28:25,2024-03-27 07:29:56,7,7,SMA 9,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.5166666666666666,0.9140332362197978
10,2024-03-27 07:29:56,2024-03-27 07:33:34,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,3.6333333333333333,1.4913432233154422
10,2024-03-27 07:33:34,2024-03-27 07:39:29,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,5.916666666666667,1.5892632315739608
10,2024-03-27 07:39:29,2024-03-27 07:41:24,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,1.9166666666666667,1.091282026742783
10,2024-03-27 07:41:24,2024-03-27 07:46:21,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,4.95,1.369535376459733
10,2024-03-28 07:14:53,2024-03-28 07:20:52,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,5.983333333333333,1.3487946268033537
10,2024-03-28 07:20:52,2024-03-28 07:29:29,7,7,SD Dinoyo 2,SMA 9,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,8.616666666666667,0.9140332362197978
10,2024-03-28 07:29:29,2024-03-28 07:30:58,7,7,SMA 9,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.4833333333333334,0.9140332362197978
10,2024-03-28 07:30:58,2024-03-28 07:34:56,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,3.966666666666667,1.4913432233154422
10,2024-03-28 07:34:56,2024-03-28 07:39:30,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,4.566666666666666,1.5892632315739608
10,2024-03-28 07:39:30,2024-03-28 07:40:58,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,1.4666666666666666,1.091282026742783
10,2024-03-28 07:40:58,2024-03-28 07:45:26,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,4.466666666666667,1.369535376459733
10,2024-04-01 07:12:41,2024-04-01 07:18:04,7,7,SPBU Tlogomas,SPBU Tlogomas,BT01,BT01,-7.93324,112.60354,-7.93324,112.60354,5.383333333333334,0.0
10,2024-04-01 07:18:04,2024-04-01 07:21:48,7,7,SPBU Tlogomas,SMA 9,BT01,BT03,-7.93324,112.60354,-7.94979,112.61559,3.7333333333333334,2.2617319586218145
10,2024-04-01 07:21:48,2024-04-01 07:29:33,7,7,SMA 9,SMA 9,BT03,BT03,-7.94979,112.61559,-7.94979,112.61559,7.75,0.0
10,2024-04-01 07:29:33,2024-04-01 07:36:42,7,7,SMA 9,SMA 8,BT03,BT04,-7.94979,112.61559,-7.95658,112.61276,7.15,0.8131884117027338
10,2024-04-01 07:36:42,2024-04-01 07:41:16,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,4.566666666666666,1.5892632315739608
10,2024-04-01 07:41:16,2024-04-01 07:42:55,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,1.65,1.091282026742783
10,2024-04-01 07:42:55,2024-04-01 07:47:51,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,4.933333333333334,1.369535376459733
10,2024-04-02 07:15:47,2024-04-02 07:21:50,7,7,SPBU Tlogomas,SMA 9,BT01,BT03,-7.93324,112.60354,-7.94979,112.61559,6.05,2.2617319586218145
10,2024-04-02 07:21:50,2024-04-02 07:29:12,7,7,SMA 9,SMA 9,BT03,BT03,-7.94979,112.61559,-7.94979,112.61559,7.366666666666666,0.0
10,2024-04-02 07:29:12,2024-04-02 07:35:00,7,7,SMA 9,SMA 8,BT03,BT04,-7.94979,112.61559,-7.95658,112.61276,5.8,0.8131884117027338
10,2024-04-02 07:35:00,2024-04-02 07:40:24,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,5.4,1.5892632315739608
10,2024-04-02 07:40:24,2024-04-02 07:41:57,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,1.55,1.091282026742783
10,2024-04-02 07:41:57,2024-04-02 07:46:15,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,4.3,1.369535376459733
10,2024-04-03 07:10:22,2024-04-03 07:17:42,7,7,SPBU Tlogomas,SPBU Tlogomas,BT01,BT01,-7.93324,112.60354,-7.93324,112.60354,7.333333333333333,0.0
10,2024-04-03 07:17:42,2024-04-03 07:21:09,7,7,SPBU Tlogomas,SMA 9,BT01,BT03,-7.93324,112.60354,-7.94979,112.61559,3.45,2.2617319586218145
10,2024-04-03 07:21:09,2024-04-03 07:28:10,7,7,SMA 9,SMA 9,BT03,BT03,-7.94979,112.61559,-7.94979,112.61559,7.016666666666667,0.0
10,2024-04-03 07:28:10,2024-04-03 07:34:40,7,7,SMA 9,SMA 8,BT03,BT04,-7.94979,112.61559,-7.95658,112.61276,6.5,0.8131884117027338
10,2024-04-03 07:34:40,2024-04-03 07:40:44,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,6.066666666666666,1.5892632315739608
10,2024-04-03 07:40:44,2024-04-03 07:48:12,7,7,MAN 2,SMP 4,BT05,BT07,-7.96334,112.62548,-7.97693,112.6334,7.466666666666667,1.7382329657418492
10,2024-04-04 07:19:36,2024-04-04 07:24:18,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,4.7,1.3487946268033537
10,2024-04-04 07:24:18,2024-04-04 07:25:27,7,7,SD Dinoyo 2,SMA 9,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.15,0.9140332362197978
10,2024-04-04 07:25:27,2024-04-04 07:32:58,7,7,SMA 9,SMA 9,BT03,BT03,-7.94979,112.61559,-7.94979,112.61559,7.516666666666667,0.0
10,2024-04-04 07:32:58,2024-04-04 07:34:34,7,7,SMA 9,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.6,0.9140332362197978
10,2024-04-04 07:34:34,2024-04-04 07:38:46,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,4.2,1.4913432233154422
10,2024-04-04 07:38:46,2024-04-04 07:43:02,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,4.266666666666667,1.5892632315739608
10,2024-04-04 07:43:02,2024-04-04 07:44:40,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,1.6333333333333333,1.091282026742783
10,2024-04-04 07:44:40,2024-04-04 07:49:08,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,4.466666666666667,1.369535376459733
10,2024-04-05 07:22:56,2024-04-05 07:24:19,7,7,SD Dinoyo 2,SMA 9,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.3833333333333333,0.9140332362197978
10,2024-04-05 07:24:19,2024-04-05 07:30:47,7,7,SMA 9,SMA 9,BT03,BT03,-7.94979,112.61559,-7.94979,112.61559,6.466666666666667,0.0
10,2024-04-05 07:30:47,2024-04-05 07:32:51,7,7,SMA 9,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,2.066666666666667,0.9140332362197978
