bus_id,route_id,imei,latitude,longitude,speed,time,flag
33,10,f2:ab:73:19:59:7,-7.93324,112.60354,10,"2024-02-01 06:54:08",1
33,10,f2:ab:73:19:59:7,-7.93324,112.60354,10,"2024-02-01 06:58:14",1
33,10,f2:ab:73:19:59:7,-7.94329,112.61047,10,"2024-02-01 07:00:07",1
33,10,f2:ab:73:19:59:7,-7.94979,112.61559,10,"2024-02-01 07:09:44",0
33,10,f2:ab:73:19:59:7,-7.94979,112.61559,10,"2024-02-01 07:09:49",1
33,10,f2:ab:73:19:59:7,-7.94329,112.61047,10,"2024-02-01 07:11:05",1
33,10,f2:ab:73:19:59:7,-7.94329,112.61047,10,"2024-02-01 07:11:14",0
33,10,f2:ab:73:19:59:7,-7.94329,112.61047,10,"2024-02-01 07:11:23",0
33,10,f2:ab:73:19:59:7,-7.94329,112.61047,10,"2024-02-01 07:11:31",0
33,10,f2:ab:73:19:59:7,-7.94329,112.61047,10,"2024-02-01 07:11:40",0
33,10,f2:ab:73:19:59:7,-7.94329,112.61047,10,"2024-02-01 07:11:49",1
33,10,f2:ab:73:19:59:7,-7.94329,112.61047,10,"2024-02-01 07:11:58",1
33,10,f2:ab:73:19:59:7,-7.95658,112.61276,10,"2024-02-01 07:15:01",0
33,10,f2:ab:73:19:59:7,-7.95658,112.61276,10,"2024-02-01 07:15:06",1
33,10,f2:ab:73:19:59:7,-7.96334,112.62548,10,"2024-02-01 07:21:56",1
33,10,f2:ab:73:19:59:7,-7.96334,112.62548,10,"2024-02-01 07:22:05",1
33,10,f2:ab:73:19:59:7,-7.97223,112.62190,10,"2024-02-01 07:23:46",0
33,10,f2:ab:73:19:59:7,-7.97223,112.62190,10,"2024-02-01 07:23:51",1
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-02-01 07:29:43",0
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-02-01 07:29:49",0
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-02-01 07:29:55",1
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-02-01 07:30:06",0
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-02-01 07:30:15",0
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-02-01 07:30:32",1
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-02-01 07:31:19",0
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-02-01 07:31:28",0
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-02-01 07:31:39",0
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-02-01 07:31:48",1
33,11,f2:ab:73:19:59:7,-7.97694,112.63335,10,"2024-02-01 16:19:11",1
33,11,f2:ab:73:19:59:7,-7.97694,112.63335,10,"2024-02-01 16:25:10",1
33,11,f2:ab:73:19:59:7,-7.97694,112.63335,10,"2024-02-01 16:26:03",1
33,11,f2:ab:73:19:59:7,-7.97694,112.63335,10,"2024-02-01 16:26:44",0
33,11,f2:ab:73:19:59:7,-7.97694,112.63335,10,"2024-02-01 16:27:26",1
33,11,f2:ab:73:19:59:7,-7.97694,112.63335,10,"2024-02-01 16:29:17",1
33,11,f2:ab:73:19:59:7,-7.97694,112.63335,10,"2024-02-01 16:31:06",1
33,11,f2:ab:73:19:59:7,-7.97694,112.63335,10,"2024-02-01 16:31:56",1
33,11,f2:ab:73:19:59:7,-7.97694,112.63335,10,"2024-02-01 16:33:15",1
33,11,f2:ab:73:19:59:7,-7.97250,112.62180,10,"2024-02-01 16:56:15",1
33,11,f2:ab:73:19:59:7,-7.94325,112.61045,10,"2024-02-01 17:10:54",0
33,11,f2:ab:73:19:59:7,-7.94325,112.61045,10,"2024-02-01 17:11:03",1
33,11,f2:ab:73:19:59:7,-7.94325,112.61045,10,"2024-02-01 17:11:49",1
33,11,f2:ab:73:19:59:7,-7.94325,112.61045,10,"2024-02-01 17:12:06",0
33,11,f2:ab:73:19:59:7,-7.94325,112.61045,10,"2024-02-01 17:12:14",0
33,11,f2:ab:73:19:59:7,-7.94325,112.61045,10,"2024-02-01 17:12:22",0
33,11,f2:ab:73:19:59:7,-7.94325,112.61045,10,"2024-02-01 17:12:33",1
33,10,f2:ab:73:19:59:7,-7.93324,112.60354,10,"2024-02-02 06:53:53",1
33,10,f2:ab:73:19:59:7,-7.93324,112.60354,10,"2024-02-02 06:56:55",1
33,10,f2:ab:73:19:59:7,-7.94329,112.61047,10,"2024-02-02 06:58:38",1
33,10,f2:ab:73:19:59:7,-7.94329,112.61047,10,"2024-02-02 07:09:42",1
33,10,f2:ab:73:19:59:7,-7.94329,112.61047,10,"2024-02-02 07:09:54",1
33,10,f2:ab:73:19:59:7,-7.95658,112.61276,10,"2024-02-02 07:15:33",0
33,10,f2:ab:73:19:59:7,-7.95658,112.61276,10,"2024-02-02 07:15:42",1
33,10,f2:ab:73:19:59:7,-7.96334,112.62548,10,"2024-02-02 07:22:48",1
33,10,f2:ab:73:19:59:7,-7.97223,112.62190,10,"2024-02-02 07:24:34",1
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-02-02 07:30:22",0
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-02-02 07:30:27",0
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-02-02 07:30:31",0
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-02-02 07:30:39",0
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-02-02 07:30:54",1
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-02-02 07:31:13",0
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-02-02 07:31:23",0
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-02-02 07:31:36",1
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-02-02 07:31:48",0
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-02-02 07:32:01",1
33,11,f2:ab:73:19:59:7,-7.94325,112.61045,10,"2024-02-02 16:44:49",1
33,11,f2:ab:73:19:59:7,-7.94325,112.61045,10,"2024-02-02 16:45:06",1
33,11,f2:ab:73:19:59:7,-7.94325,112.61045,10,"2024-02-02 16:45:44",0
33,11,f2:ab:73:19:59:7,-7.94325,112.61045,10,"2024-02-02 16:45:54",0
33,11,f2:ab:73:19:59:7,-7.94325,112.61045,10,"2024-02-02 16:46:04",1
33,10,f2:ab:73:19:59:7,-7.94329,112.61047,10,"2024-02-03 07:37:39",1
33,10,f2:ab:73:19:59:7,-7.95658,112.61276,10,"2024-02-05 06:46:42",0
33,10,f2:ab:73:19:59:7,-7.95658,112.61276,10,"2024-02-05 06:47:13",1
33,10,f2:ab:73:19:59:7,-7.95658,112.61276,10,"2024-02-05 06:47:52",1
33,10,f2:ab:73:19:59:7,-7.94329,112.61047,10,"2024-02-05 06:50:27",0
33,10,f2:ab:73:19:59:7,-7.94329,112.61047,10,"2024-02-05 06:50:38",0
