bus_id,route_id,imei,latitude,longitude,speed,time,flag
33,10,f2:ab:73:19:59:7,-7.93324,112.60354,10,"2024-04-01 07:12:41",1
33,10,f2:ab:73:19:59:7,-7.93324,112.60354,10,"2024-04-01 07:18:04",1
33,10,f2:ab:73:19:59:7,-7.94979,112.61559,10,"2024-04-01 07:21:48",1
33,10,f2:ab:73:19:59:7,-7.94979,112.61559,10,"2024-04-01 07:29:33",1
33,10,f2:ab:73:19:59:7,-7.95658,112.61276,10,"2024-04-01 07:36:42",1
33,10,f2:ab:73:19:59:7,-7.96334,112.62548,10,"2024-04-01 07:41:16",1
33,10,f2:ab:73:19:59:7,-7.97223,112.62190,10,"2024-04-01 07:42:55",1
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-04-01 07:47:51",1
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-04-01 07:48:08",0
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-04-01 07:48:20",0
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-04-01 07:48:35",1
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-04-01 07:48:49",1
33,11,f2:ab:73:19:59:7,-7.94983,112.61554,10,"2024-04-01 15:27:03",1
33,11,f2:ab:73:19:59:7,-7.94983,112.61554,10,"2024-04-01 15:49:59",1
33,10,f2:ab:73:19:59:7,-7.93324,112.60354,10,"2024-04-02 07:15:47",1
33,10,f2:ab:73:19:59:7,-7.93324,112.60354,10,"2024-04-02 07:18:18",1
33,10,f2:ab:73:19:59:7,-7.94979,112.61559,10,"2024-04-02 07:21:50",1
33,10,f2:ab:73:19:59:7,-7.94979,112.61559,10,"2024-04-02 07:29:12",1
33,10,f2:ab:73:19:59:7,-7.94979,112.61559,10,"2024-04-02 07:29:29",1
33,10,f2:ab:73:19:59:7,-7.95658,112.61276,10,"2024-04-02 07:35:00",1
33,10,f2:ab:73:19:59:7,-7.96334,112.62548,10,"2024-04-02 07:40:24",1
33,10,f2:ab:73:19:59:7,-7.97223,112.62190,10,"2024-04-02 07:41:57",1
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-04-02 07:46:15",1
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-04-02 07:46:34",0
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-04-02 07:46:47",0
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-04-02 07:46:59",1
33,11,f2:ab:73:19:59:7,-7.97250,112.62180,10,"2024-04-02 14:42:06",1
33,11,f2:ab:73:19:59:7,-7.97250,112.62180,10,"2024-04-02 14:44:16",1
33,11,f2:ab:73:19:59:7,-7.94983,112.61554,10,"2024-04-02 14:57:13",1
33,11,f2:ab:73:19:59:7,-7.94983,112.61554,10,"2024-04-02 15:15:25",1
33,10,f2:ab:73:19:59:7,-7.93324,112.60354,10,"2024-04-03 07:10:22",1
33,10,f2:ab:73:19:59:7,-7.93324,112.60354,10,"2024-04-03 07:17:42",1
33,10,f2:ab:73:19:59:7,-7.94979,112.61559,10,"2024-04-03 07:21:09",1
33,10,f2:ab:73:19:59:7,-7.94979,112.61559,10,"2024-04-03 07:28:10",1
33,10,f2:ab:73:19:59:7,-7.95658,112.61276,10,"2024-04-03 07:34:40",1
33,10,f2:ab:73:19:59:7,-7.96334,112.62548,10,"2024-04-03 07:40:44",1
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-04-03 07:48:12",1
33,10,f2:ab:73:19:59:7,-7.97693,112.63340,10,"2024-04-03 07:48:29",0
