iter	RMSE
200	2.03669693
201	2.03147276
202	2.027216272
203	2.022263313
204	2.017380003
205	2.012886702
206	2.008677403
207	2.004017003
208	2.000653965
209	1.996564174
210	1.991814956
211	1.988286187
212	1.98496586
213	1.980202283
214	1.975627477
215	1.972138929
216	1.968590513
217	1.963210026
218	1.958854291
219	1.955436
220	1.95136356
221	1.945999681
222	1.94088582
223	1.937524341
224	1.93393954
225	1.930249998
226	1.926800664
227	1.921780179
228	1.9174169
229	1.914493201
230	1.911497112
231	1.907817624
232	1.903860411
233	1.900281063
234	1.896290956
235	1.892377157
236	1.888739243
237	1.884360227
238	1.880400309
239	1.876885906
240	1.872935023
241	1.869390203
242	1.86465958
243	1.861055272
244	1.858149152
245	1.855079374
246	1.852271823
247	1.848224911
248	1.844816426
249	1.84082328
250	1.83821556
251	1.834440577
252	1.830638403
253	1.827597642
254	1.823958266
255	1.82010417
256	1.816853757
257	1.813407487
258	1.810464668
259	1.806725923
260	1.803015038
261	1.79928917
262	1.795675004
263	1.792418232
264	1.789067145
265	1.78569306
266	1.782264652
267	1.778575557
268	1.775914532
269	1.773119546
270	1.769785443
271	1.767316164
272	1.764886451
273	1.761565444
274	1.758396886
275	1.754724628
276	1.751598782
277	1.748121612
278	1.745645866
279	1.742169716
280	1.738551762
281	1.735907999
282	1.733598933
283	1.730823054
284	1.728243916
285	1.725192357
286	1.722122189
287	1.719289294
288	1.716047691
289	1.713085076
290	1.710886039
291	1.708488796
292	1.705854613
293	1.703244719
294	1.70109331
295	1.697951717
296	1.694634655
297	1.691765742
298	1.688650641
299	1.685937752
300	1.682905838
301	1.680719114
302	1.678036083
303	1.675022267
304	1.672671599
305	1.671010318
306	1.668641014
307	1.665717484
308	1.663539971
309	1.661301376
310	1.659101915
311	1.656479273
312	1.65412063
313	1.651654776
314	1.649189178
315	1.646661912
316	1.644199815
317	1.641900517
318	1.639467089
319	1.637106617
320	1.63495659
321	1.632535225
322	1.629810095
323	1.627673331
324	1.625730667
325	1.623119317
326	1.620641203
327	1.618260642
328	1.615761321
329	1.613292927
330	1.611092647
331	1.609301887
332	1.606884744
333	1.604899011
334	1.601719961
335	1.599434332
336	1.597554678
337	1.594962289
338	1.59263036
339	1.59091983
340	1.589220448
341	1.587184166
342	1.585031828
343	1.58356235
344	1.581580079
345	1.578980616
346	1.576547896
347	1.574656912
348	1.572163427
349	1.570488621
350	1.568224897
351	1.566851944
352	1.565147692
353	1.563121606
354	1.561000242
355	1.559382893
356	1.557598768
357	1.555689761
358	1.553221618
359	1.551193286
360	1.549318202
361	1.547309566
362	1.545442908
363	1.543376169
364	1.54121804
365	1.53890889
366	1.536810065
367	1.535324111
368	1.533267977
369	1.531765229
370	1.530192845
371	1.528010811
372	1.526419804
373	1.525246519
374	1.52293327
375	1.52098306
376	1.518584314
377	1.51679676
378	1.515220603
379	1.513449942
380	1.511475768
381	1.509658838
382	1.507214859
383	1.504793909
384	1.502987458
385	1.501565517
386	1.499860769
387	1.499170887
388	1.497140226
389	1.494991716
390	1.493442828
391	1.491906289
392	1.490060627
393	1.488227825
394	1.486671347
395	1.485406733
396	1.483531826
397	1.481219396
398	1.479389183
399	1.477351924
400	1.475484655
401	1.474072452
402	1.472806051
403	1.470942344
404	1.469950054
405	1.46815906
406	1.466336951
407	1.464296342
408	1.462228266
409	1.4604876
410	1.459081402
411	1.457070297
412	1.45492839
413	1.453769449
414	1.452150367
415	1.450434289
416	1.44857168
417	1.447105708
418	1.44579647
419	1.443828778
420	1.442309602
421	1.44075524
422	1.43862855
423	1.437343232
424	1.435771003
425	1.434253511
426	1.432954688
427	1.431763174
428	1.430416504
429	1.428692367
430	1.427133757
431	1.425435521
432	1.42395184
433	1.422472469
434	1.420639089
435	1.419368456
436	1.417159945
437	1.415491442
438	1.4139362
439	1.412789674
440	1.411391064
441	1.410316859
442	1.408149343
443	1.407085948
444	1.40581912
445	1.403994722
446	1.402183703
447	1.400511837
448	1.399386861
449	1.398068935
450	1.396648014
451	1.395131157
452	1.392951235
453	1.391868247
454	1.390172073
455	1.388647129
456	1.387175464
457	1.385163398
458	1.383939501
459	1.382670968
460	1.38061456
461	1.379442993
462	1.378048669
463	1.37618133
464	1.374752852
465	1.373778884
466	1.372513908
467	1.370894468
468	1.369238332
469	1.367657799
470	1.366305717
471	1.364479733
472	1.363373542
473	1.361572239
474	1.360608341
475	1.359513802
476	1.35799626
477	1.35702894
478	1.355956298
479	1.354507888
480	1.353563602
481	1.352346861
482	1.350953815
483	1.349961772
484	1.348916707
485	1.347281862
486	1.346106916
487	1.344866811
488	1.34350212
489	1.342618942
490	1.341641246
491	1.340853302
492	1.339876861
493	1.338621204
494	1.337381351
495	1.336054691
496	1.335004362
497	1.333909776
498	1.332643614
499	1.331200362
500	1.32984905
501	1.328551749
502	1.327455553
503	1.326304667
504	1.325022606
505	1.323766538
506	1.322177326
507	1.320820883
508	1.319831034
509	1.318950963
510	1.318167989
511	1.317038971
512	1.31609561
513	1.315146105
514	1.313702087
515	1.312327669
516	1.311058063
517	1.309778522
518	1.308856098
519	1.30777625
520	1.306303089
521	1.304778838
522	1.303637803
523	1.301661266
524	1.300676277
525	1.299606498
526	1.299383401
527	1.298108677
528	1.296993842
529	1.29605133
530	1.295291953
531	1.294242541
532	1.293072609
533	1.292423525
534	1.291128613
535	1.289941867
536	1.288931398
537	1.287688221
538	1.285985093
539	1.284527342
540	1.283352424
541	1.282232517
542	1.280607502
543	1.27972886
544	1.278698646
545	1.277603757
546	1.276536671
547	1.275684458
548	1.27466319
549	1.274093958
550	1.273248326
551	1.272072012
552	1.271196173
553	1.270144585
554	1.268828014
555	1.267669947
556	1.2667634
557	1.265479755
558	1.264334215
559	1.263251166
560	1.262180515
561	1.261100856
562	1.260325925
563	1.258945906
564	1.257399792
565	1.256565515
566	1.255750442
567	1.254789811
568	1.25401462
569	1.253230524
570	1.252119911
571	1.251195847
572	1.249597971
573	1.248924296
574	1.248141067
575	1.246972978
576	1.246211997
577	1.245817092
578	1.244593517
579	1.243413327
580	1.242498823
581	1.241563273
582	1.241114085
583	1.240090646
584	1.239381496
585	1.23848908
586	1.237321432
587	1.236429136
588	1.235184073
589	1.234275236
590	1.233222295
591	1.232051688
592	1.230785792
593	1.229828617
594	1.228614632
595	1.227652766
596	1.226977435
597	1.225948133
598	1.224809442
599	1.223512377
600	1.22257974
601	1.221623861
602	1.220983767
603	1.22057797
604	1.219519759
605	1.218773265
606	1.217759921
607	1.21706184
608	1.21594559
609	1.215318373
610	1.214040294
611	1.212839548
612	1.212147083
613	1.211182753
614	1.210330851
615	1.208785629
616	1.207596332
617	1.206948381
618	1.205859234
619	1.205012958
620	1.204233932
621	1.203649595
622	1.202836094
623	1.201822783
624	1.201141401
625	1.200390565
626	1.199474352
627	1.198962284
628	1.198280075
629	1.19759109
630	1.196856112
631	1.196095943
632	1.195679461
633	1.195043812
634	1.19429172
635	1.193513751
636	1.192222863
637	1.191487373
638	1.190785791
639	1.18968936
640	1.188696932
641	1.187801092
642	1.186779399
643	1.185820321
644	1.18505861
645	1.184165776
646	1.183374573
647	1.182598951
648	1.181910466
649	1.181027421
650	1.180012585
651	1.179251
652	1.178704399
653	1.177863881
654	1.177050003
655	1.176143546
656	1.175532878
657	1.174605224
658	1.174271771
659	1.173438752
660	1.172291709
661	1.17159264
662	1.17080893
663	1.170346277
664	1.169499443
665	1.168608091
666	1.167870512
667	1.16709491
668	1.165882178
669	1.164740549
670	1.163928239
671	1.163424423
672	1.162827673
673	1.162014973
674	1.161430365
675	1.160576046
676	1.159780698
677	1.159171067
678	1.158419762
679	1.157543419
680	1.156883324
681	1.15594406
682	1.154768802
683	1.153740403
684	1.15361001
685	1.153060321
686	1.152430851
687	1.151569997
688	1.150991806
689	1.150146071
690	1.149409702
691	1.149030043
692	1.148547614
693	1.147858761
694	1.147580565
695	1.147402602
696	1.146932347
697	1.146066748
698	1.145292695
699	1.144852955
700	1.144104044
701	1.143433079
702	1.142885623
703	1.142203549
704	1.141315292
705	1.140432596
706	1.139736764
707	1.139074331
708	1.138431975
709	1.13791678
710	1.137352445
711	1.136630243
712	1.136270608
713	1.135461987
714	1.134979981
715	1.134353793
716	1.133456948
717	1.132534343
718	1.131699943
719	1.130870623
720	1.130418028
721	1.129961671
722	1.129315024
723	1.128677833
724	1.127376214
725	1.126730361
726	1.126349357
727	1.125739706
728	1.12504457
729	1.124595367
730	1.124039265
731	1.123445102
732	1.122513699
733	1.121978827
734	1.121510974
735	1.120548682
736	1.120506793
737	1.119626297
738	1.119078732
739	1.118537065
740	1.118368521
741	1.117962398
742	1.116886579
743	1.11648818
744	1.116177209
745	1.115666035
746	1.115350769
747	1.114745247
748	1.113748761
749	1.11299431
750	1.112508992
751	1.111937288
752	1.111529668
753	1.111197352
754	1.110664083
755	1.11026594
756	1.109761175
757	1.109222329
758	1.108514988
759	1.107959969
760	1.107506504
761	1.107163159
762	1.106538574
763	1.106293546
764	1.10594472
765	1.105209817
766	1.104833764
767	1.104409026
768	1.103719595
769	1.103401265
770	1.103134996
771	1.102615254
772	1.101747463
773	1.101414242
774	1.101105807
775	1.100664485
776	1.100534698
777	1.100224891
778	1.099643118
779	1.098833907
780	1.098252685
781	1.097555584
782	1.09705533
783	1.096433905
784	1.09579344
785	1.094880238
786	1.094462413
787	1.093471143
788	1.093137089
789	1.092526216
790	1.091932698
791	1.091694636
792	1.091044536
793	1.090360587
794	1.089832139
795	1.089255945
796	1.088398448
797	1.087629825
798	1.087308502
799	1.087056017
800	1.086479041
801	1.085906121
802	1.085500603
803	1.085049705
804	1.084439919
805	1.08409805
806	1.083854682
807	1.083377788
808	1.082969975
809	1.082236781
810	1.082069365
811	1.081283248
812	1.081173483
813	1.081008618
814	1.080506428
815	1.079386678
816	1.078680879
817	1.078564442
818	1.078303826
819	1.07798255
820	1.077330526
821	1.077061409
822	1.076653985
823	1.076255075
824	1.076018701
825	1.075472504
826	1.075138585
827	1.074550319
828	1.073778482
829	1.073663892
830	1.073340215
831	1.073121345
832	1.072490856
833	1.072185626
834	1.071868193
835	1.071380588
836	1.071101874
837	1.07097494
838	1.070389067
839	1.069820763
840	1.069270194
841	1.068930512
842	1.068685617
843	1.06836085
844	1.068192769
845	1.067147302
846	1.066360473
847	1.065924257
848	1.065662698
849	1.065138712
850	1.06454871
851	1.064346468
852	1.064012662
853	1.063807664
854	1.063649869
855	1.063507253
856	1.063244201
857	1.062787237
858	1.062503672
859	1.062042959
860	1.06186379
861	1.061465886
862	1.061223014
863	1.060561381
864	1.060042373
865	1.059500145
866	1.059362818
867	1.058927993
868	1.058763223
869	1.058508472
870	1.058111011
871	1.057948481
872	1.057607267
873	1.057291912
874	1.05659532
875	1.056404139
876	1.055898454
877	1.055609076
878	1.055149836
879	1.054944229
880	1.05433764
881	1.053987836
882	1.053810613
883	1.053384822
884	1.052974703
885	1.052541738
886	1.052310065
887	1.051795669
888	1.051674119
889	1.051509567
890	1.051305815
891	1.051180235
892	1.050944657
893	1.050521367
894	1.049987573
895	1.049733358
896	1.049443388
897	1.049333515
898	1.048926294
899	1.048300864
900	1.048089726
901	1.047735288
902	1.047342703
903	1.046943126
904	1.046403569
905	1.046067059
906	1.045466869
907	1.0453912
908	1.044860775
909	1.044457927
910	1.044264115
911	1.04400666
912	1.043553563
913	1.043069904
914	1.042681015
915	1.04249097
916	1.04233163
917	1.042083015
918	1.041703744
919	1.041450443
920	1.041292991
921	1.041028864
922	1.04050711
923	1.039921618
924	1.039626194
925	1.039164166
926	1.038869616
927	1.038647814
928	1.03816488
929	1.038012102
930	1.037681572
931	1.037579312
932	1.037358343
933	1.037050351
934	1.036436002
935	1.03627891
936	1.035950323
937	1.035392885
938	1.035035615
939	1.034487971
940	1.03427153
941	1.034108965
942	1.033795941
943	1.033410697
944	1.03321639
945	1.032981559
946	1.032726598
947	1.032610928
948	1.032509148
949	1.032075923
950	1.031762855
951	1.0314513
952	1.031082771
953	1.030696286
954	1.030164278
955	1.029860388
956	1.02941779
957	1.028909909
958	1.028177814
959	1.027923575
960	1.027489225
961	1.02741509
962	1.02710921
963	1.026826974
964	1.026677861
965	1.026139757
966	1.025530079
967	1.025221103
968	1.025004024
969	1.024905338
970	1.024799491
971	1.024320377
972	1.024220516
973	1.024071095
974	1.023848469
975	1.023113414
976	1.022233571
977	1.021962639
978	1.021674639
979	1.020906606
980	1.020754625
981	1.020535981
982	1.019897476
983	1.019495501
984	1.019412974
985	1.019207513
986	1.019108412
987	1.018760397
988	1.018498151
989	1.018395333
990	1.017685645
991	1.01753139
992	1.017318853
993	1.017220594
994	1.016919165
995	1.016620331
996	1.01617696
997	1.01588036
998	1.015356346
999	1.015246866
1000	1.015135702
1001	1.014756426
1002	1.01434659
1003	1.014133004
1004	1.013860401
1005	1.013569801
1006	1.012988859
1007	1.012559908
1008	1.012272646
1009	1.011807213
1010	1.011037897
1011	1.010612779
1012	1.010438361
1013	1.010291987
1014	1.009843594
1015	1.009395873
1016	1.009287242
1017	1.00913138
1018	1.008785958
1019	1.008346407
1020	1.007576431
1021	1.007371707
1022	1.007166515
1023	1.007023003
1024	1.006806712
1025	1.006545653
1026	1.00622305
1027	1.005845575
1028	1.005426225
1029	1.005353966
1030	1.005179551
1031	1.004971353
1032	1.004638107
1033	1.004139897
1034	1.003750452
1035	1.003344217
1036	1.002885452
1037	1.002577576
1038	1.002378317
1039	1.002084027
1040	1.001492185
1041	1.000954251
1042	1.000807527
1043	1.000259435
1044	1.000069795
1045	0.9993463398
1046	0.9989480755
1047	0.9985348327
1048	0.9980531197
1049	0.9978171404
1050	0.9974387448
1051	0.9968598003
1052	0.9960653287
1053	0.9955273967
1054	0.9949983165
1055	0.994387427
1056	0.9939680684
1057	0.993642052
1058	0.9934669036
1059	0.9933372774
1060	0.9929588572
1061	0.9921648773
1062	0.9920939579
1063	0.9919031406
1064	0.9913908554
1065	0.9911424904
1066	0.9905459458
1067	0.9903372775
1068	0.990201924
1069	0.9897498152
1070	0.9894781201
1071	0.9888913186
1072	0.9886488225
1073	0.9884054602
1074	0.9880354064
1075	0.9875912887
1076	0.9871330365
1077	0.9866291867
1078	0.9863913354
1079	0.9860771609
1080	0.9853906938
1081	0.9852608129
1082	0.9847248591
1083	0.9843749995
1084	0.9839164416
1085	0.9835149127
1086	0.9833644588
1087	0.9832463188
1088	0.9823900133
1089	0.9819909066
1090	0.9814781164
1091	0.9812995755
1092	0.981117656
1093	0.9808913091
1094	0.980719911
1095	0.9803377779
1096	0.9802279409
1097	0.9793229125
1098	0.9785031392
1099	0.9780157476
1100	0.9774667592
1101	0.9771049143
1102	0.9767963306
1103	0.9764251924
1104	0.9760707684
1105	0.9754322909
1106	0.97503924
1107	0.9746404278
1108	0.9743688819
1109	0.9742617884
1110	0.9741908071
1111	0.9740208964
1112	0.9734318887
1113	0.9728537265
1114	0.9725824544
1115	0.9720160101
1116	0.9717796816
1117	0.9712329912
1118	0.9706612413
1119	0.9705049575
1120	0.969341791
1121	0.9686477046
1122	0.9685330411
1123	0.9679962249
1124	0.9678842466
1125	0.9673169346
1126	0.966803722
1127	0.9663322838
1128	0.9659565318
1129	0.9657268361
1130	0.9647749336
1131	0.9643349064
1132	0.9637986704
1133	0.9631146348
1134	0.9626865784
1135	0.9619598665
1136	0.9610738428
1137	0.9605358085
1138	0.9602895953
1139	0.9601921758
1140	0.9596384652
1141	0.9593927738
1142	0.9592644513
1143	0.9585876059
1144	0.9584218552
1145	0.9580152682
1146	0.9574616535
1147	0.9570635055
1148	0.9565813174
1149	0.9562218548
1150	0.9556405002
1151	0.9553695917
1152	0.9551454626
1153	0.9549341022
1154	0.9544296791
1155	0.9539185303
1156	0.9532718607
1157	0.9529637915
1158	0.9528163826
1159	0.9523453644
1160	0.951955453
1161	0.9515874682
1162	0.951350449
1163	0.9507688082
1164	0.9505460407
1165	0.9501971048
1166	0.9499567055
1167	0.9489830316
1168	0.9484077562
1169	0.9483361865
1170	0.9480091496
1171	0.9475062895
1172	0.9474454316
1173	0.9467319538
1174	0.9460219293
1175	0.9456397551
1176	0.9455511619
1177	0.9444200641
1178	0.9441721256
1179	0.9433847536
1180	0.943129849
1181	0.9428363646
1182	0.9426176486
1183	0.9421134922
1184	0.9416391726
1185	0.9413652597
1186	0.940994617
1187	0.9404687396
1188	0.9404193027
1189	0.9396752973
1190	0.9390822898
1191	0.9385677372
1192	0.9383591888
1193	0.9374219586
1194	0.9369162348
1195	0.9364369404
1196	0.9363473068
1197	0.9358663503
1198	0.9357583288
1199	0.9352354899
1200	0.9348241157
1201	0.9347064768
1202	0.9344816385
1203	0.933706455
1204	0.9331800551
1205	0.9323909075
1206	0.9319753505
1207	0.9315540937
1208	0.9313519003
1209	0.9308647762
1210	0.9305273736
1211	0.9302946018
1212	0.9301422699
1213	0.9295192662
1214	0.9292841051
1215	0.9288419963
1216	0.9279611224
1217	0.9278386369
1218	0.9272731395
1219	0.9271868493
1220	0.9270731902
1221	0.9267185465
1222	0.9257876412
1223	0.9255717443
1224	0.9253117242
1225	0.9250771839
1226	0.9245590541
1227	0.9237078964
1228	0.9235415635
1229	0.9228107719
1230	0.9223275595
1231	0.9215883911
1232	0.9208224273
1233	0.9207380853
1234	0.9199699355
1235	0.9196402792
1236	0.9191834558
1237	0.9190821486
1238	0.9190173504
1239	0.9185893943
1240	0.9180666862
1241	0.9177926423
1242	0.9175008445
1243	0.9172989731
1244	0.9171413393
1245	0.9168096421
1246	0.9164056621
1247	0.9160143003
1248	0.9157650298
1249	0.9152034553
1250	0.9151127915
1251	0.9149241404
1252	0.9144138035
1253	0.9143174102
1254	0.9140610421
1255	0.9139704717
1256	0.9138777522
1257	0.9134705248
1258	0.9132564994
1259	0.9127971691
1260	0.9124896252
1261	0.9124050478
1262	0.9118823655
1263	0.9116662995
1264	0.9111592214
1265	0.9108091506
1266	0.9100683531
1267	0.9096225418
1268	0.9091246353
1269	0.9084375646
1270	0.9076524421
1271	0.9075163257
1272	0.9072857431
1273	0.9070192428
1274	0.9067021386
1275	0.9062331682
1276	0.9053934368
1277	0.9053336946
1278	0.9052761778
1279	0.9048385799
1280	0.9044059029
1281	0.9042090033
1282	0.9034867373
1283	0.9034302306
1284	0.9027139956
1285	0.9023168295
1286	0.9021424964
1287	0.9016710264
1288	0.9016143926
1289	0.9012028015
1290	0.9010579627
1291	0.9007488314
1292	0.9006148646
1293	0.8996296738
1294	0.8987548114
1295	0.8986699043
1296	0.8980188316
1297	0.8974643433
1298	0.8965997294
1299	0.8964011746
1300	0.8961978163
1301	0.8957469039
1302	0.895618313
1303	0.8953254024
1304	0.8952368471
1305	0.8948646462
1306	0.8943110013
1307	0.8941416981
1308	0.8940723591
1309	0.8936528948
1310	0.8934784614
1311	0.8929624922
1312	0.8925900079
1313	0.8919492944
1314	0.8918906746
1315	0.8917333912
1316	0.8912503244
1317	0.8909547381
1318	0.890541237
1319	0.8904875736
1320	0.8904396268
1321	0.8901547533
1322	0.8895283549
1323	0.8892955649
1324	0.8892456962
1325	0.8890004722
1326	0.8889159066
1327	0.8882817315
1328	0.8881978589
1329	0.887836202
1330	0.8877834866
1331	0.887620415
1332	0.887259909
1333	0.8870052638
1334	0.8867336346
1335	0.8863247119
1336	0.8861188648
1337	0.8857191175
1338	0.8848675821
1339	0.8841870569
1340	0.883877385
1341	0.8832306006
1342	0.8831800898
1343	0.8826666743
1344	0.8823697861
1345	0.8822881895
1346	0.8822125595
1347	0.8821483516
1348	0.8813478498
1349	0.8812678898
1350	0.8808153421
1351	0.8803811095
1352	0.8802244804
1353	0.8793872446
1354	0.8792653645
1355	0.8786573201
1356	0.8778629069
1357	0.8774670959
1358	0.8768208709
1359	0.876775941
1360	0.8767296885
1361	0.8763298872
1362	0.875368282
1363	0.8749139339
1364	0.8745642488
1365	0.8744817046
1366	0.8740930833
1367	0.8740493269
1368	0.8739402015
1369	0.873467361
1370	0.8731730106
1371	0.8731092898
1372	0.8727445991
1373	0.8725975656
1374	0.8723896988
1375	0.8723465863
1376	0.8720664952
1377	0.8715560633
1378	0.8715027777
1379	0.8713566085
1380	0.8710034886
1381	0.8701658824
1382	0.8695723007
1383	0.8693456341
1384	0.8687358905
1385	0.8683257661
1386	0.8675075473
1387	0.8672561945
1388	0.8671006368
1389	0.8668188156
1390	0.8662982336
1391	0.8662220386
1392	0.8658774213
1393	0.8655001901
1394	0.8651060147
1395	0.8647648604
1396	0.8646935366
1397	0.8646514265
1398	0.8645962191
1399	0.864435479
1400	0.8636619387
1401	0.8635367749
1402	0.8631389575
1403	0.8626459277
1404	0.8618399892
1405	0.8614733829
1406	0.8608074616
1407	0.8607439856
1408	0.8602587129
1409	0.8596741111
1410	0.8590842596
1411	0.8586509941
1412	0.8582694762
1413	0.8579204895
1414	0.8578548341
1415	0.8578120957
1416	0.8575517287
1417	0.8572198913
1418	0.8565649981
1419	0.8562377046
1420	0.8559039607
1421	0.855828917
1422	0.855688443
1423	0.8554307872
1424	0.8546461212
1425	0.8539730694
1426	0.8532596803
1427	0.8531860399
1428	0.8531039504
1429	0.8527064942
1430	0.8523411342
1431	0.8523008131
1432	0.8522614208
1433	0.8521903081
1434	0.8520816028
1435	0.8517168724
1436	0.851373509
1437	0.8508637185
1438	0.8504873262
1439	0.8504153074
1440	0.8499366587
1441	0.8494232208
1442	0.8490622488
1443	0.8487088392
1444	0.8483512634
1445	0.8479977117
1446	0.847503728
1447	0.8474641828
1448	0.8473400775
1449	0.8465409184
1450	0.8464369566
1451	0.8463858859
1452	0.8461352663
1453	0.8460443729
1454	0.8456766274
1455	0.845329299
1456	0.8452907109
1457	0.8452410148
1458	0.8452029371
1459	0.8451544798
1460	0.8451162755
1461	0.8447728613
1462	0.8442494195
1463	0.8439063274
1464	0.8436515638
1465	0.8435883064
1466	0.8426892596
1467	0.8423528371
1468	0.8422894358
1469	0.8417334016
1470	0.8415270387
1471	0.8414654121
1472	0.8409973077
1473	0.8409285122
1474	0.8406042586
1475	0.8405551457
1476	0.8401093037
1477	0.8396802119
1478	0.8396310248
1479	0.8395508641
1480	0.8389191646
1481	0.8385933082
1482	0.8379798068
1483	0.8374216914
1484	0.8373824556
1485	0.8370334968
1486	0.836869985
1487	0.8367942796
1488	0.8367183804
1489	0.8361261212
1490	0.8358392241
1491	0.8357622665
1492	0.8356253378
1493	0.8354683727
1494	0.8353292476
1495	0.8348302069
1496	0.8345404956
1497	0.8341822556
1498	0.8338453298
1499	0.8335189292
