distance,day_of_week_sin,day_of_week_cos,minutes_sin,minutes_cos,temperature,precip_mm,visibility,cloud_cover,wind_speed,month_num_sin,month_num_cos,temp_range,humidity_comfort,heat_stress,duration
0.3366716556821583,-0.433883739117558,-1.1086578921725898,0.5663585382320634,0.6560590289905073,0.1273774822458266,-0.07268758790137991,0.36657120890524886,0.9501181350919476,1.175504289306205,0.28154619097431316,-1.0336638038880026,-0.9120175614897138,Very Humid,Safe,6.683333333333334
0.5908879494020227,0.9749279121818236,-0.2505078331041782,0.8046650202659763,0.43837114678907746,1.270038416312389,-0.41419742826484657,0.36657120890524886,-1.590841643306882,-0.4020474776722818,-1.0945601241316392,-1.0336638038880028,0.5207472626936905,Humid,Caution,7.166666666666667
-0.07368711821399578,0.7818314824680298,0.8195877874830706,-1.8914949862953954,0.6819983600624979,0.1273774822458266,-0.41419742826484657,0.36657120890524886,1.2801129115073802,0.6496537003133762,-0.406506966578663,-1.2835808314180495,-0.9120175614897138,Very Humid,Safe,5.85
-0.8156058038047639,-0.433883739117558,-1.1086578921725898,0.0945931194556179,0.882947592858927,-0.7296182183040952,-0.41419742826484657,0.36657120890524886,-1.0958494786837334,0.6496537003133762,-1.782613281684616,0.5818252574194012,1.4759238121492932,Very Humid,Safe,1.6666666666666667
-0.8156058038047639,-0.433883739117558,-1.1086578921725898,0.42481639456497056,0.7431448254773942,-0.44395298478745465,-0.41419742826484657,0.36657120890524886,-1.326845822174536,0.12380311132054717,-1.782613281684616,0.5818252574194012,2.431100361604896,Very Humid,Safe,1.5333333333333334
0.169571528132458,-0.433883739117558,-1.1086578921725898,0.3812467646516189,0.766044443118978,-0.7296182183040952,-0.41419742826484657,0.36657120890524886,-1.0958494786837334,0.6496537003133762,-1.782613281684616,0.5818252574194012,1.4759238121492932,Very Humid,Safe,4.35
-0.07368711821399578,0.0,1.2958251413143433,0.0945931194556179,0.882947592858927,-1.3009486853373766,-0.41419742826484657,0.36657120890524886,-0.4028604482113253,0.6496537003133762,0.7852360606112855,1.5145283018381273,0.998335537421492,Very Humid,Safe,4.066666666666666
-0.07368711821399578,-0.433883739117558,-1.1086578921725898,-0.0356385175974717,0.9205048534524404,-1.3009486853373766,-0.41419742826484657,-3.0779694244949076,-0.33686149292823875,0.6496537003133762,0.28154619097431316,-1.0336638038880026,0.5207472626936905,Very Humid,Safe,3.583333333333333
-0.5131314062717726,0.0,1.2958251413143433,0.5663585382320634,0.6560590289905073,-0.15828775127081404,-0.41419742826484657,0.36657120890524886,-0.03986619415434958,1.175504289306205,0.28154619097431316,-1.0336638038880026,-1.3896058362175152,Very Humid,Safe,1.7666666666666666
-0.8156058038047639,0.43388373911755823,-1.1086578921725896,-1.8914949862953954,0.6819983600624979,-1.0152834518207359,-0.41419742826484657,0.36657120890524886,-0.7658547022683009,-1.4537486556579398,0.9695993485272897,0.5818252574194016,0.998335537421492,Very Humid,Safe,7.083333333333333
0.5908879494020227,0.9749279121818236,-0.2505078331041782,0.8819444002395634,0.32556815445715676,-1.0152834518207359,-0.41419742826484657,0.36657120890524886,0.9501181350919476,-0.4020474776722818,0.7852360606112858,-0.3508777869993236,0.998335537421492,Very Humid,Safe,7.466666666666667
0.5908879494020227,-0.433883739117558,-1.1086578921725898,0.6034668763277101,0.6293203910498375,-0.7296182183040952,-0.41419742826484657,0.36657120890524886,-1.0958494786837334,0.6496537003133762,-1.782613281684616,0.5818252574194012,1.4759238121492932,Very Humid,Safe,6.316666666666666
-0.8156058038047639,-0.433883739117558,-1.1086578921725898,-0.9120661865455503,-0.9902680687415703,-0.7296182183040952,-0.41419742826484657,0.36657120890524886,-1.1288489563252766,-0.4020474776722818,-1.782613281684616,0.5818252574194012,1.4759238121492932,Very Humid,Safe,4.783333333333333
-0.5131314062717726,-0.433883739117558,-1.1086578921725898,0.7052246364113706,0.5446390350150272,-0.44395298478745465,-0.41419742826484657,-3.0779694244949076,-0.20486358236206578,-1.4537486556579398,0.7852360606112855,1.5145283018381273,0.5207472626936905,Very Humid,Safe,2.066666666666667
-0.03829310656412549,0.43388373911755823,-1.1086578921725896,0.621436546936505,0.6156614753256583,-1.0152834518207359,-0.41419742826484657,0.36657120890524886,0.983117612733491,-1.4537486556579398,0.7852360606112858,-0.3508777869993236,0.998335537421492,Very Humid,Safe,5.066666666666666
0.3366716556821583,0.7818314824680298,0.8195877874830706,0.5851056757597091,0.6427876096865394,-0.7296182183040952,-0.41419742826484657,0.36657120890524886,0.7851207468842315,0.6496537003133762,-1.782613281684616,0.5818252574194012,0.04315898796588909,Very Humid,Safe,7.933333333333334
-0.8156058038047639,0.7818314824680298,0.8195877874830706,0.778456000828339,0.46947156278589086,-1.3009486853373766,-0.41419742826484657,0.36657120890524886,-0.9968510457591037,0.6496537003133762,0.9695993485272897,0.5818252574194016,0.5207472626936905,Very Humid,Safe,1.6666666666666667
0.3366716556821583,0.9749279121818236,-0.2505078331041782,0.5851056757597091,0.6427876096865394,1.5557036498290298,-0.41419742826484657,0.36657120890524886,-1.3598452998160793,-1.4537486556579398,0.28154619097431316,-1.0336638038880026,-0.9120175614897138,Humid,Caution,4.833333333333333
-0.07368711821399578,-0.433883739117558,-1.1086578921725898,0.06898843233574897,0.8910065241883679,1.8413688833456703,-0.41419742826484657,0.36657120890524886,-0.9308520904760171,-1.4537486556579398,0.9695993485272897,0.5818252574194016,0.998335537421492,Humid,Extreme Caution,4.466666666666667
-0.07368711821399578,0.0,1.2958251413143433,-0.0356385175974717,0.9205048534524404,0.4130427157624672,-0.41419742826484657,-3.0779694244949076,0.12513119405336665,-0.4020474776722818,0.28154619097431316,-1.0336638038880026,-0.9120175614897138,Very Humid,Safe,2.833333333333333
0.169571528132458,0.7818314824680298,0.8195877874830706,0.4670376819983449,0.7193398003386512,-0.7296182183040952,-0.41419742826484657,0.36657120890524886,0.7851207468842315,0.6496537003133762,-1.782613281684616,0.5818252574194012,0.04315898796588909,Very Humid,Safe,6.733333333333333
-0.9876971193512224,0.7818314824680298,0.8195877874830706,0.7504677835244982,0.5000000000000001,1.5557036498290298,1.2933517735524866,-0.06399637026977074,1.0491165680165775,-0.9278980666651109,0.7852360606112858,-0.3508777869993236,0.04315898796588909,Very Humid,Caution,5.8
1.4842370211406053,0.0,1.2958251413143433,0.5663585382320634,0.6560590289905073,-1.0152834518207359,-0.41419742826484657,0.36657120890524886,0.7521212692426883,1.175504289306205,0.7852360606112858,-0.3508777869993236,0.998335537421492,Very Humid,Safe,3.733333333333333
-0.8156058038047639,0.9749279121818236,-0.2505078331041782,0.7358170481570665,0.5150380749100543,-1.0152834518207359,0.6103320928255533,-0.06399637026977074,1.115115523299664,0.12380311132054717,0.9695993485272897,0.5818252574194016,-0.43442928676191234,Very Humid,Safe,1.5166666666666666
0.5908879494020227,0.7818314824680298,0.8195877874830706,0.6561795242646714,0.5877852522924731,-0.15828775127081404,-0.41419742826484657,0.36657120890524886,-0.7658547022683009,-0.9278980666651109,-0.406506966578663,-1.2835808314180495,0.04315898796588909,Very Humid,Safe,6.45
