date,time,temperature,feels_like,precip_mm,humidity,visibility,pressure,cloud_cover,wind_speed,month,datetime,hour,day,month_num,hour_sin,hour_cos,month_num_sin,month_num_cos,temp_rolling_mean,temp_rolling_std,temp_lag_24,humidity_lag_24,visibility_cleaned,humidity_cleaned,wind_speed_cleaned,temp_range,dew_point,heat_index,temp_change,pressure_change,humidity_comfort,heat_stress
2024-02-01,00:00,18,18,0.2,92,9,1014,76,4,february,2024-02-01 00:00:00,0,1,2,0.0,1.0,0.8660254037844386,0.5000000000000001,18.0,,18.0,87.36637931034483,9,92,4,10,16.678824728856874,18.0,,,Very Humid,Safe
2024-02-01,03:00,18,18,0.0,92,10,1013,27,5,february,2024-02-01 03:00:00,3,1,2,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,18.0,0.0,18.0,87.36637931034483,10,92,5,10,16.678824728856874,18.0,0.0,-1.0,Very Humid,Safe
2024-02-01,06:00,18,18,0.0,90,10,1014,40,3,february,2024-02-01 06:00:00,6,1,2,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,18.0,0.0,18.0,87.36637931034483,10,90,3,10,16.332841228150222,18.0,0.0,1.0,Very Humid,Safe
2024-02-01,09:00,27,29,0.2,71,9,1014,74,2,february,2024-02-01 09:00:00,9,1,2,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,20.25,4.5,20.25,87.36637931034483,9,71,2,10,21.280632586516848,28.939056981777714,9.0,0.0,Very Humid,Caution
2024-02-01,12:00,28,32,1.0,75,10,1012,59,3,february,2024-02-01 12:00:00,12,1,2,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,21.8,5.215361924162119,21.8,87.36637931034483,10,75,3,10,23.143066788244095,31.35576789511109,1.0,-2.0,Very Humid,Caution
2024-02-01,15:00,26,29,0.9,88,10,1011,93,2,february,2024-02-01 15:00:00,15,1,2,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,22.5,4.969909455915671,22.5,87.36637931034483,10,88,2,10,23.85221278740892,26.0,-2.0,-1.0,Very Humid,Safe
2024-02-01,18:00,24,26,3.9,96,7,1012,61,5,february,2024-02-01 18:00:00,18,1,2,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,22.714285714285715,4.572172558506722,22.714285714285715,87.36637931034483,7,96,5,10,23.320715976891883,24.0,-2.0,1.0,Very Humid,Safe
2024-02-01,21:00,19,19,0.2,93,2,1015,81,5,february,2024-02-01 21:00:00,21,1,2,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,22.25,4.432026302139591,22.25,87.36637931034483,5,93,5,10,17.840354859948416,19.0,-5.0,3.0,Very Humid,Safe
2024-02-02,00:00,21,21,0.8,93,10,1013,53,0,february,2024-02-02 00:00:00,0,2,2,0.0,1.0,0.8660254037844386,0.5000000000000001,22.11111111111111,4.166666666666667,22.11111111111111,87.36637931034483,10,93,1,8,19.822255874126274,21.0,,,Very Humid,Safe
2024-02-02,03:00,21,21,0.3,93,9,1012,72,3,february,2024-02-02 03:00:00,3,2,2,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,22.0,3.9440531887330774,22.0,87.36637931034483,9,93,3,8,19.822255874126274,21.0,0.0,-1.0,Very Humid,Safe
2024-02-02,06:00,20,20,0.0,90,10,1013,70,2,february,2024-02-02 06:00:00,6,2,2,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,21.818181818181817,3.789938833759242,21.818181818181817,87.36637931034483,10,90,2,8,18.3067456667957,20.0,-1.0,1.0,Very Humid,Safe
2024-02-02,09:00,27,30,0.4,78,5,1014,74,1,february,2024-02-02 09:00:00,9,2,2,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,22.25,3.910940365878077,22.25,87.36637931034483,5,78,1,8,22.826095485333095,29.554454533777832,7.0,1.0,Very Humid,Caution
2024-02-02,12:00,28,31,1.3,79,10,1012,74,3,february,2024-02-02 12:00:00,12,2,2,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,22.692307692307693,4.069902033722994,22.692307692307693,87.36637931034483,10,79,3,8,24.00711957690206,31.94609196355557,1.0,-2.0,Very Humid,Caution
2024-02-02,15:00,26,30,1.8,86,10,1010,70,1,february,2024-02-02 15:00:00,15,2,2,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,22.928571428571427,4.008918628686366,22.928571428571427,87.36637931034483,10,86,1,8,23.46966166906101,26.0,-2.0,-2.0,Very Humid,Safe
2024-02-02,18:00,24,27,1.2,94,10,1011,70,4,february,2024-02-02 18:00:00,18,2,2,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,23.0,3.8729833462074166,23.0,87.36637931034483,10,94,4,8,22.971760616422685,24.0,-2.0,1.0,Very Humid,Safe
2024-02-02,21:00,20,20,0.7,95,10,1014,59,1,february,2024-02-02 21:00:00,21,2,2,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,22.8125,3.816084380618437,22.8125,87.36637931034483,10,95,1,8,19.17287387752299,20.0,-4.0,3.0,Very Humid,Safe
2024-02-03,00:00,19,19,0.0,91,10,1012,83,1,february,2024-02-03 00:00:00,0,3,2,0.0,1.0,0.8660254037844386,0.5000000000000001,22.58823529411765,3.808851919040234,22.58823529411765,87.36637931034483,10,91,1,10,17.494996953544167,19.0,,,Very Humid,Safe
2024-02-03,03:00,19,19,0.3,93,5,1011,75,4,february,2024-02-03 03:00:00,3,3,2,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,22.38888888888889,3.790683453646801,22.38888888888889,87.36637931034483,5,93,4,10,17.840354859948416,19.0,0.0,-1.0,Very Humid,Safe
2024-02-03,06:00,19,19,0.0,92,10,1012,30,4,february,2024-02-03 06:00:00,6,3,2,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,22.210526315789473,3.7650283659610366,22.210526315789473,87.36637931034483,10,92,4,10,17.66849763576304,19.0,0.0,1.0,Very Humid,Safe
2024-02-03,09:00,27,30,0.4,78,9,1013,81,3,february,2024-02-03 09:00:00,9,3,2,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,22.45,3.817894156400055,22.45,87.36637931034483,9,78,3,10,22.826095485333095,29.554454533777832,8.0,1.0,Very Humid,Caution
2024-02-03,12:00,28,32,1.1,80,10,1011,52,2,february,2024-02-03 12:00:00,12,3,2,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,22.714285714285715,3.913347124174613,22.714285714285715,87.36637931034483,10,80,2,10,24.217156943132057,32.09907180177783,1.0,-2.0,Very Humid,Extreme Caution
2024-02-03,15:00,25,28,1.9,89,10,1010,57,2,february,2024-02-03 15:00:00,15,3,2,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,22.818181818181817,3.8500014055206297,22.818181818181817,87.36637931034483,10,89,2,10,23.055428657304436,25.0,-3.0,-1.0,Very Humid,Safe
2024-02-03,18:00,24,26,9.3,95,3,1011,78,3,february,2024-02-03 18:00:00,18,3,2,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,22.869565217391305,3.7695472096802165,22.869565217391305,87.36637931034483,5,95,3,10,23.14703991348299,24.0,-1.0,1.0,Very Humid,Safe
2024-02-03,21:00,18,18,0.8,96,10,1014,79,2,february,2024-02-03 21:00:00,21,3,2,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,22.666666666666668,3.818338662943288,22.666666666666668,87.36637931034483,10,96,2,10,17.35146822885884,18.0,-6.0,3.0,Very Humid,Safe
2024-02-04,00:00,18,18,0.2,95,10,1012,62,3,february,2024-02-04 00:00:00,0,4,2,0.0,1.0,0.8660254037844386,0.5000000000000001,22.666666666666668,3.818338662943288,18.0,92.0,10,95,3,8,17.18564236141444,18.0,,,Very Humid,Safe
2024-02-04,03:00,18,18,0.4,95,10,1011,60,4,february,2024-02-04 03:00:00,3,4,2,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,22.666666666666668,3.818338662943288,18.0,92.0,10,95,4,8,17.18564236141444,18.0,0.0,-1.0,Very Humid,Safe
2024-02-04,06:00,18,18,0.0,94,10,1012,89,4,february,2024-02-04 06:00:00,6,4,2,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,22.666666666666668,3.818338662943288,18.0,90.0,10,94,4,8,17.018280610061396,18.0,0.0,1.0,Very Humid,Safe
2024-02-04,09:00,25,27,0.7,79,10,1013,79,4,february,2024-02-04 09:00:00,9,4,2,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,22.583333333333332,3.740688923605972,27.0,71.0,10,79,4,8,21.096114806075644,25.0,7.0,1.0,Very Humid,Safe
2024-02-04,12:00,26,29,1.4,89,10,1012,74,2,february,2024-02-04 12:00:00,12,4,2,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,22.5,3.6355730365855434,28.0,75.0,10,89,2,8,24.040651187397064,26.0,1.0,-1.0,Very Humid,Safe
2024-02-04,15:00,25,27,9.2,92,5,1010,76,4,february,2024-02-04 15:00:00,15,4,2,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,22.458333333333332,3.5992652229208586,26.0,88.0,5,92,4,8,23.60569527206446,25.0,-1.0,-2.0,Very Humid,Safe
2024-02-04,18:00,23,25,2.8,96,7,1012,72,7,february,2024-02-04 18:00:00,18,4,2,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,22.416666666666668,3.586407511783862,24.0,96.0,7,96,7,8,22.325890690796808,23.0,-2.0,2.0,Very Humid,Safe
2024-02-04,21:00,21,21,0.0,94,2,1015,51,4,february,2024-02-04 21:00:00,21,4,2,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,22.5,3.526298712346368,19.0,93.0,5,94,4,8,19.99515469463369,21.0,-2.0,3.0,Very Humid,Safe
2024-02-05,00:00,22,25,0.1,95,2,1014,62,5,february,2024-02-05 00:00:00,0,5,2,0.0,1.0,0.8660254037844386,0.5000000000000001,22.541666666666668,3.513689584006195,21.0,93.0,5,95,5,7,21.16000639241318,22.0,,,Very Humid,Safe
2024-02-05,03:00,21,21,0.0,94,10,1013,38,5,february,2024-02-05 03:00:00,3,5,2,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,22.541666666666668,3.513689584006195,21.0,93.0,10,94,5,7,19.99515469463369,21.0,-1.0,-1.0,Very Humid,Safe
2024-02-05,06:00,22,25,0.0,94,10,1014,44,6,february,2024-02-05 06:00:00,6,5,2,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,22.625,3.474284411776481,20.0,90.0,10,94,6,7,20.98738646263873,22.0,1.0,1.0,Very Humid,Safe
2024-02-05,09:00,27,29,0.0,77,10,1014,85,4,february,2024-02-05 09:00:00,9,5,2,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,22.625,3.474284411776481,27.0,78.0,10,77,4,7,22.612923679335733,29.463232712444526,5.0,0.0,Very Humid,Caution
2024-02-05,12:00,28,31,0.6,72,9,1012,78,4,february,2024-02-05 12:00:00,12,5,2,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,22.625,3.474284411776481,28.0,79.0,9,72,4,7,22.46821835904964,30.93569989244442,1.0,-2.0,Very Humid,Caution
2024-02-05,15:00,26,29,1.2,86,10,1011,56,6,february,2024-02-05 15:00:00,15,5,2,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,22.625,3.474284411776481,26.0,86.0,10,86,6,7,23.46966166906101,26.0,-2.0,-1.0,Very Humid,Safe
2024-02-05,18:00,24,26,1.4,95,10,1013,56,5,february,2024-02-05 18:00:00,18,5,2,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,22.625,3.474284411776481,24.0,94.0,10,95,5,7,23.14703991348299,24.0,-2.0,2.0,Very Humid,Safe
2024-02-05,21:00,22,22,0.0,94,2,1015,78,4,february,2024-02-05 21:00:00,21,5,2,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,22.708333333333332,3.4323165794328,20.0,95.0,5,94,4,7,20.98738646263873,22.0,-2.0,2.0,Very Humid,Safe
2024-02-06,00:00,22,22,0.0,94,10,1014,71,6,february,2024-02-06 00:00:00,0,6,2,0.0,1.0,0.8660254037844386,0.5000000000000001,22.833333333333332,3.3449074422323632,19.0,91.0,10,94,6,9,20.98738646263873,22.0,,,Very Humid,Safe
2024-02-06,03:00,22,22,0.0,94,2,1013,83,6,february,2024-02-06 03:00:00,3,6,2,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,22.958333333333332,3.2501393504127556,19.0,93.0,5,94,6,9,20.98738646263873,22.0,0.0,-1.0,Very Humid,Safe
2024-02-06,06:00,20,20,0.0,94,10,1014,34,5,february,2024-02-06 06:00:00,6,6,2,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,23.0,3.2032592098076282,19.0,92.0,10,94,5,9,19.00289313076389,20.0,-2.0,1.0,Very Humid,Safe
2024-02-06,09:00,28,30,0.0,72,10,1014,10,5,february,2024-02-06 09:00:00,9,6,2,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,23.041666666666668,3.2634892858473705,27.0,78.0,10,72,5,9,22.46821835904964,30.93569989244442,8.0,0.0,Very Humid,Caution
2024-02-06,12:00,29,33,0.8,68,9,1012,71,4,february,2024-02-06 12:00:00,12,6,2,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,23.083333333333332,3.335144435522561,28.0,80.0,9,68,4,9,22.48094897433236,32.36288366844436,1.0,-2.0,Humid,Extreme Caution
2024-02-06,15:00,28,31,0.6,76,10,1011,62,5,february,2024-02-06 15:00:00,15,6,2,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,23.208333333333332,3.463840124168132,25.0,89.0,10,76,5,9,23.362783018632115,31.500109619555538,-1.0,-1.0,Very Humid,Caution
2024-02-06,18:00,24,27,0.3,93,9,1013,89,5,february,2024-02-06 18:00:00,18,6,2,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,23.208333333333332,3.463840124168132,24.0,95.0,9,93,5,9,22.79484583114301,24.0,-4.0,2.0,Very Humid,Safe
2024-02-06,21:00,22,22,0.0,93,10,1015,55,3,february,2024-02-06 21:00:00,21,6,2,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,23.375,3.294428762253817,18.0,96.0,10,93,3,9,20.813154066524042,22.0,-2.0,2.0,Very Humid,Safe
2024-02-07,00:00,21,21,0.0,95,2,1013,87,4,february,2024-02-07 00:00:00,0,7,2,0.0,1.0,0.8660254037844386,0.5000000000000001,23.5,3.1346589856827705,18.0,95.0,5,95,4,9,20.16645250965799,21.0,,,Very Humid,Safe
2024-02-07,03:00,20,20,0.0,94,2,1012,36,5,february,2024-02-07 03:00:00,3,7,2,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,23.583333333333332,3.0060325820020593,18.0,95.0,5,94,5,9,19.00289313076389,20.0,-1.0,-1.0,Very Humid,Safe
2024-02-07,06:00,20,20,0.0,92,10,1013,28,4,february,2024-02-07 06:00:00,6,7,2,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,23.666666666666668,2.869126009427089,18.0,94.0,10,92,4,9,18.65813054790819,20.0,0.0,1.0,Very Humid,Safe
2024-02-07,09:00,27,30,0.1,74,10,1013,78,4,february,2024-02-07 09:00:00,9,7,2,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,23.75,2.9377601642422566,25.0,79.0,10,74,4,9,21.958576346361454,29.196183019111068,7.0,0.0,Very Humid,Caution
2024-02-07,12:00,29,32,1.2,70,10,1011,51,1,february,2024-02-07 12:00:00,12,7,2,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,23.875,3.0971585855987134,26.0,89.0,10,70,1,9,22.95984299820938,32.7272735315556,2.0,-2.0,Humid,Extreme Caution
2024-02-07,15:00,26,30,1.1,83,10,1011,88,3,february,2024-02-07 15:00:00,15,7,2,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,23.916666666666668,3.119596778106269,25.0,92.0,10,83,3,9,22.881015733964894,26.0,-3.0,0.0,Very Humid,Safe
2024-02-07,18:00,24,26,0.2,93,10,1012,51,4,february,2024-02-07 18:00:00,18,7,2,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,23.958333333333332,3.1134933081203404,23.0,96.0,10,93,4,9,22.79484583114301,24.0,-2.0,1.0,Very Humid,Safe
2024-02-07,21:00,20,20,0.1,94,10,1014,81,3,february,2024-02-07 21:00:00,21,7,2,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,23.916666666666668,3.1611316997538084,21.0,94.0,10,94,3,9,19.00289313076389,20.0,-4.0,2.0,Very Humid,Safe
2024-02-08,00:00,20,20,0.3,94,10,1012,54,4,february,2024-02-08 00:00:00,0,8,2,0.0,1.0,0.8660254037844386,0.5000000000000001,23.833333333333332,3.2392520160043743,22.0,95.0,10,94,4,6,19.00289313076389,20.0,,,Very Humid,Safe
2024-02-08,03:00,20,20,0.5,95,10,1011,53,5,february,2024-02-08 03:00:00,3,8,2,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,23.791666666666668,3.2834124172039783,21.0,94.0,10,95,5,6,19.17287387752299,20.0,0.0,-1.0,Very Humid,Safe
2024-02-08,06:00,20,20,0.1,93,10,1013,82,5,february,2024-02-08 06:00:00,6,8,2,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,23.708333333333332,3.3554519771581424,22.0,94.0,10,93,5,6,18.831322805881488,20.0,0.0,2.0,Very Humid,Safe
2024-02-08,09:00,25,28,0.7,86,10,1013,58,4,february,2024-02-08 09:00:00,9,8,2,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,23.625,3.2944287622538164,27.0,77.0,10,86,4,6,22.488724938517603,25.0,5.0,0.0,Very Humid,Safe
2024-02-08,12:00,26,29,1.0,85,10,1011,74,1,february,2024-02-08 12:00:00,12,8,2,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,23.541666666666668,3.20297642373691,28.0,72.0,10,85,1,6,23.27546591737698,26.0,1.0,-2.0,Very Humid,Safe
2024-02-08,15:00,24,27,1.3,93,10,1010,72,4,february,2024-02-08 15:00:00,15,8,2,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,23.458333333333332,3.161991209000603,26.0,86.0,10,93,4,6,22.79484583114301,24.0,-2.0,-1.0,Very Humid,Safe
2024-02-08,18:00,24,26,0.5,95,10,1011,54,4,february,2024-02-08 18:00:00,18,8,2,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,23.458333333333332,3.161991209000603,24.0,95.0,10,95,4,6,23.14703991348299,24.0,0.0,1.0,Very Humid,Safe
2024-02-08,21:00,21,21,0.0,94,10,1013,48,4,february,2024-02-08 21:00:00,21,8,2,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,23.416666666666668,3.188521078284831,22.0,94.0,10,94,4,6,19.99515469463369,21.0,-3.0,2.0,Very Humid,Safe
2024-02-09,00:00,18,18,0.1,94,10,1013,74,4,february,2024-02-09 00:00:00,0,9,2,0.0,1.0,0.8660254037844386,0.5000000000000001,23.25,3.365425226701929,22.0,94.0,10,94,4,11,17.018280610061396,18.0,,,Very Humid,Safe
2024-02-09,03:00,18,18,0.0,93,10,1012,76,6,february,2024-02-09 03:00:00,3,9,2,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,23.083333333333332,3.525271086297342,22.0,94.0,10,93,6,11,16.849352034485644,18.0,0.0,-1.0,Very Humid,Safe
2024-02-09,06:00,18,18,0.0,92,10,1013,27,7,february,2024-02-09 06:00:00,6,9,2,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,23.0,3.6235941801764557,20.0,94.0,10,92,7,11,16.678824728856874,18.0,0.0,1.0,Very Humid,Safe
2024-02-09,09:00,27,29,0.0,71,10,1013,78,2,february,2024-02-09 09:00:00,9,9,2,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,22.958333333333332,3.5689380550213667,28.0,72.0,10,71,2,11,21.280632586516848,28.939056981777714,9.0,0.0,Very Humid,Caution
2024-02-09,12:00,29,33,0.8,67,9,1011,80,2,february,2024-02-09 12:00:00,12,9,2,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,22.958333333333332,3.5689380550213667,29.0,68.0,9,67,2,11,22.236872436763647,32.1854918875556,2.0,-2.0,Humid,Extreme Caution
2024-02-09,15:00,26,29,1.1,85,10,1010,72,1,february,2024-02-09 15:00:00,15,9,2,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,22.875,3.4680216136932396,28.0,76.0,10,85,1,11,23.27546591737698,26.0,-3.0,-1.0,Very Humid,Safe
2024-02-09,18:00,24,26,2.0,94,10,1012,75,4,february,2024-02-09 18:00:00,18,9,2,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,22.875,3.4680216136932396,24.0,93.0,10,94,4,11,22.971760616422685,24.0,-2.0,2.0,Very Humid,Safe
2024-02-09,21:00,19,19,6.0,94,8,1014,57,2,february,2024-02-09 21:00:00,21,9,2,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,22.75,3.5539322985404036,22.0,93.0,8,94,2,11,18.010601769687202,19.0,-5.0,2.0,Very Humid,Safe
2024-02-10,00:00,18,18,0.0,93,10,1013,76,1,february,2024-02-10 00:00:00,0,10,2,0.0,1.0,0.8660254037844386,0.5000000000000001,22.625,3.6690539000863844,21.0,95.0,10,93,1,9,16.849352034485644,18.0,,,Very Humid,Safe
2024-02-10,03:00,18,18,0.2,93,9,1013,82,3,february,2024-02-10 03:00:00,3,10,2,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,22.541666666666668,3.7530181091404566,20.0,94.0,9,93,3,9,16.849352034485644,18.0,0.0,0.0,Very Humid,Safe
2024-02-10,06:00,18,18,0.0,92,10,1013,22,3,february,2024-02-10 06:00:00,6,10,2,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,22.458333333333332,3.8332545675587633,20.0,92.0,10,92,3,9,16.678824728856874,18.0,0.0,0.0,Very Humid,Safe
2024-02-10,09:00,27,29,0.3,73,9,1014,89,1,february,2024-02-10 09:00:00,9,10,2,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,22.458333333333332,3.8332545675587633,27.0,74.0,9,73,1,9,21.735306747606945,29.10937171155569,9.0,1.0,Very Humid,Caution
2024-02-10,12:00,27,30,1.3,83,10,1012,77,3,february,2024-02-10 12:00:00,12,10,2,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,22.375,3.7044333017286863,29.0,70.0,10,83,3,9,23.857456283805323,30.027103067111145,0.0,-2.0,Very Humid,Caution
2024-02-10,15:00,25,28,8.2,90,6,1011,51,1,february,2024-02-10 15:00:00,15,10,2,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,22.333333333333332,3.6673253690283354,26.0,83.0,6,90,1,9,23.240626115785112,25.0,-2.0,-1.0,Very Humid,Safe
2024-02-10,18:00,24,26,0.8,93,9,1012,74,1,february,2024-02-10 18:00:00,18,10,2,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,22.333333333333332,3.6673253690283354,24.0,93.0,9,93,1,9,22.79484583114301,24.0,-1.0,1.0,Very Humid,Safe
2024-02-10,21:00,18,18,0.1,92,10,1014,78,3,february,2024-02-10 21:00:00,21,10,2,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,22.25,3.744561273425066,20.0,94.0,10,92,3,9,16.678824728856874,18.0,-6.0,2.0,Very Humid,Safe
2024-02-11,00:00,18,18,0.4,95,10,1013,57,5,february,2024-02-11 00:00:00,0,11,2,0.0,1.0,0.8660254037844386,0.5000000000000001,22.166666666666668,3.8183386629432845,20.0,94.0,10,95,5,11,17.18564236141444,18.0,,,Very Humid,Safe
2024-02-11,03:00,18,18,2.0,96,9,1012,72,4,february,2024-02-11 03:00:00,3,11,2,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,22.083333333333332,3.888854382179548,20.0,95.0,9,96,4,11,17.35146822885884,18.0,0.0,-1.0,Very Humid,Safe
2024-02-11,06:00,17,17,0.5,95,10,1014,50,4,february,2024-02-11 06:00:00,6,11,2,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,21.958333333333332,4.005204946899301,20.0,93.0,10,95,4,11,16.191989475591207,17.0,-1.0,2.0,Very Humid,Safe
2024-02-11,09:00,22,25,0.2,90,5,1015,74,3,february,2024-02-11 09:00:00,9,11,2,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,21.833333333333332,3.952617918012955,25.0,86.0,5,90,3,11,20.280448799159316,22.0,5.0,1.0,Very Humid,Safe
2024-02-11,12:00,25,27,0.1,86,10,1013,77,1,february,2024-02-11 12:00:00,12,11,2,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,21.791666666666668,3.9118456298637376,26.0,85.0,10,86,1,11,22.488724938517603,25.0,3.0,-2.0,Very Humid,Safe
2024-02-11,15:00,28,30,0.2,71,9,1011,70,1,february,2024-02-11 15:00:00,15,11,2,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,21.958333333333332,4.091126842396808,24.0,93.0,9,71,1,11,22.237807357090187,30.799996281777833,3.0,-2.0,Very Humid,Caution
2024-02-11,18:00,24,26,0.4,93,9,1013,71,3,february,2024-02-11 18:00:00,18,11,2,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,21.958333333333332,4.091126842396808,24.0,95.0,9,93,3,11,22.79484583114301,24.0,-4.0,2.0,Very Humid,Safe
2024-02-11,21:00,18,18,0.0,94,10,1014,83,4,february,2024-02-11 21:00:00,21,11,2,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,21.833333333333332,4.166811591682503,21.0,94.0,10,94,4,11,17.018280610061396,18.0,-6.0,1.0,Very Humid,Safe
2024-02-12,00:00,18,18,0.0,93,10,1014,35,4,february,2024-02-12 00:00:00,0,12,2,0.0,1.0,0.8660254037844386,0.5000000000000001,21.833333333333332,4.166811591682503,18.0,94.0,10,93,4,12,16.849352034485644,18.0,,,Very Humid,Safe
2024-02-12,03:00,17,17,0.0,94,10,1013,51,5,february,2024-02-12 03:00:00,3,12,2,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,21.791666666666668,4.211569640950945,18.0,93.0,10,94,5,12,16.025929650544185,17.0,-1.0,-1.0,Very Humid,Safe
2024-02-12,06:00,18,18,0.0,93,10,1013,36,5,february,2024-02-12 06:00:00,6,12,2,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,21.791666666666668,4.211569640950945,18.0,92.0,10,93,5,12,16.849352034485644,18.0,1.0,0.0,Very Humid,Safe
2024-02-12,09:00,26,28,0.0,73,10,1014,84,3,february,2024-02-12 09:00:00,9,12,2,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,21.75,4.162461646252335,27.0,71.0,10,73,3,12,20.774617545152708,26.0,8.0,1.0,Very Humid,Safe
