route_id,start_time,end_time,start_hour,end_hour,start_stop,end_stop,start_stop_id,end_stop_id,start_lat,start_lon,end_lat,end_lon,duration,distance,duration_minutes
10,2024-03-04 07:27:57,2024-03-04 07:33:27,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,5.5,1.369535376459733,0.09166666666666666
10,2024-03-05 06:58:24,2024-03-05 07:03:30,6,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,5.1,1.3487946268033537,0.08499999999999999
10,2024-03-05 07:03:30,2024-03-05 07:04:37,7,7,SD Dinoyo 2,SMA 8,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.1166666666666667,0.9140332362197978,0.018611111111111113
10,2024-03-05 07:12:32,2024-03-05 07:13:56,7,7,SMA 8,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.4,0.9140332362197978,0.02333333333333333
10,2024-03-05 07:13:56,2024-03-05 07:18:22,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,4.433333333333334,1.4913432233154422,0.07388888888888889
10,2024-03-05 07:18:22,2024-03-05 07:23:59,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,5.616666666666666,1.5892632315739608,0.0936111111111111
10,2024-03-05 07:23:59,2024-03-05 07:25:47,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,1.8,1.091282026742783,0.030000000000000002
10,2024-03-05 07:25:47,2024-03-05 07:31:39,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,5.866666666666666,1.369535376459733,0.09777777777777777
10,2024-03-06 07:02:26,2024-03-06 07:07:06,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,4.666666666666667,1.3487946268033537,0.07777777777777778
10,2024-03-06 07:07:06,2024-03-06 07:08:14,7,7,SD Dinoyo 2,SMA 8,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.1333333333333333,0.9140332362197978,0.01888888888888889
10,2024-03-06 07:16:04,2024-03-06 07:17:49,7,7,SMA 8,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.75,0.9140332362197978,0.029166666666666667
10,2024-03-06 07:17:49,2024-03-06 07:23:14,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,5.416666666666667,1.4913432233154422,0.09027777777777778
10,2024-03-06 07:23:14,2024-03-06 07:30:53,7,7,SMA 8,SMA Dempo,BT04,BT06,-7.95658,112.61276,-7.9725,112.6218,7.65,2.0232108549200403,0.1275
10,2024-03-06 07:30:53,2024-03-06 07:36:26,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,5.55,1.369535376459733,0.0925
10,2024-03-07 07:00:10,2024-03-07 07:04:29,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,4.316666666666666,1.3487946268033537,0.07194444444444444
10,2024-03-07 07:04:29,2024-03-07 07:05:37,7,7,SD Dinoyo 2,SMA 8,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.1333333333333333,0.9140332362197978,0.01888888888888889
10,2024-03-07 07:13:04,2024-03-07 07:14:20,7,7,SMA 8,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.2666666666666666,0.9140332362197978,0.021111111111111112
10,2024-03-07 07:14:20,2024-03-07 07:18:00,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,3.6666666666666665,1.4913432233154422,0.06111111111111111
10,2024-03-07 07:18:00,2024-03-07 07:25:05,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,7.083333333333333,1.5892632315739608,0.11805555555555555
10,2024-03-07 07:25:05,2024-03-07 07:33:10,7,7,MAN 2,SMP 4,BT05,BT07,-7.96334,112.62548,-7.97693,112.6334,8.083333333333334,1.7382329657418492,0.13472222222222224
10,2024-03-08 07:04:01,2024-03-08 07:06:03,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,2.033333333333333,1.3487946268033537,0.033888888888888885
10,2024-03-08 07:06:03,2024-03-08 07:07:39,7,7,SD Dinoyo 2,SMA 8,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.6,0.9140332362197978,0.02666666666666667
10,2024-03-08 07:15:19,2024-03-08 07:17:16,7,7,SMA 8,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.95,0.9140332362197978,0.0325
10,2024-03-08 07:17:16,2024-03-08 07:22:31,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,5.25,1.4913432233154422,0.0875
10,2024-03-08 07:22:31,2024-03-08 07:30:21,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,7.833333333333333,1.5892632315739608,0.13055555555555556
10,2024-03-08 07:30:21,2024-03-08 07:32:20,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,1.9833333333333334,1.091282026742783,0.03305555555555555
10,2024-03-08 07:32:20,2024-03-08 07:38:45,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,6.416666666666667,1.369535376459733,0.10694444444444445
10,2024-03-15 07:16:48,2024-03-15 07:19:01,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,2.216666666666667,1.3487946268033537,0.036944444444444446
10,2024-03-15 07:19:01,2024-03-15 07:20:21,7,7,SD Dinoyo 2,SMA 8,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.3333333333333333,0.9140332362197978,0.02222222222222222
10,2024-03-15 07:29:47,2024-03-15 07:31:23,7,7,SMA 8,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.6,0.9140332362197978,0.02666666666666667
10,2024-03-15 07:31:23,2024-03-15 07:36:31,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,5.133333333333334,1.4913432233154422,0.08555555555555557
10,2024-03-15 07:36:31,2024-03-15 07:42:29,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,5.966666666666667,1.5892632315739608,0.09944444444444445
10,2024-03-15 07:42:29,2024-03-15 07:44:06,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,1.6166666666666667,1.091282026742783,0.026944444444444444
10,2024-03-15 07:44:06,2024-03-15 07:49:20,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,5.233333333333333,1.369535376459733,0.08722222222222223
10,2024-03-18 07:18:44,2024-03-18 07:20:47,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,2.05,1.3487946268033537,0.034166666666666665
10,2024-03-18 07:20:47,2024-03-18 07:22:20,7,7,SD Dinoyo 2,SMA 8,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.55,0.9140332362197978,0.025833333333333333
10,2024-03-18 07:29:56,2024-03-18 07:31:52,7,7,SMA 8,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.9333333333333333,0.9140332362197978,0.03222222222222222
10,2024-03-18 07:31:52,2024-03-18 07:37:07,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,5.25,1.4913432233154422,0.0875
10,2024-03-18 07:37:07,2024-03-18 07:41:46,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,4.65,1.5892632315739608,0.0775
10,2024-03-18 07:41:46,2024-03-18 07:43:27,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,1.6833333333333333,1.091282026742783,0.028055555555555556
10,2024-03-18 07:43:27,2024-03-18 07:48:37,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,5.166666666666667,1.369535376459733,0.08611111111111111
10,2024-03-19 07:17:21,2024-03-19 07:19:04,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,1.7166666666666666,1.3487946268033537,0.028611111111111108
10,2024-03-19 07:19:04,2024-03-19 07:20:29,7,7,SD Dinoyo 2,SMA 8,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.4166666666666667,0.9140332362197978,0.023611111111111114
10,2024-03-19 07:29:12,2024-03-19 07:31:00,7,7,SMA 8,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.8,0.9140332362197978,0.030000000000000002
10,2024-03-19 07:31:00,2024-03-19 07:35:49,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,4.816666666666666,1.4913432233154422,0.08027777777777777
10,2024-03-19 07:35:49,2024-03-19 07:39:55,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,4.1,1.5892632315739608,0.06833333333333333
10,2024-03-19 07:39:55,2024-03-19 07:41:36,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,1.6833333333333333,1.091282026742783,0.028055555555555556
10,2024-03-19 07:41:36,2024-03-19 07:46:46,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,5.166666666666667,1.369535376459733,0.08611111111111111
10,2024-03-20 07:18:56,2024-03-20 07:24:21,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,5.416666666666667,1.3487946268033537,0.09027777777777778
10,2024-03-20 07:24:21,2024-03-20 07:26:02,7,7,SD Dinoyo 2,SMA 8,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.6833333333333333,0.9140332362197978,0.028055555555555556
10,2024-03-20 07:33:09,2024-03-20 07:34:36,7,7,SMA 8,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.45,0.9140332362197978,0.024166666666666666
10,2024-03-20 07:34:36,2024-03-20 07:39:22,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,4.766666666666667,1.4913432233154422,0.07944444444444444
10,2024-03-20 07:39:22,2024-03-20 07:48:56,7,7,SMA 8,SMP 4,BT04,BT07,-7.95658,112.61276,-7.97693,112.6334,9.566666666666666,3.200573835232762,0.15944444444444444
10,2024-03-21 07:14:49,2024-03-21 07:19:39,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,4.833333333333333,1.3487946268033537,0.08055555555555555
10,2024-03-21 07:19:39,2024-03-21 07:20:56,7,7,SD Dinoyo 2,SMA 8,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.2833333333333334,0.9140332362197978,0.02138888888888889
10,2024-03-21 07:27:57,2024-03-21 07:29:22,7,7,SMA 8,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.4166666666666667,0.9140332362197978,0.023611111111111114
10,2024-03-21 07:29:22,2024-03-21 07:33:45,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,4.383333333333334,1.4913432233154422,0.07305555555555557
10,2024-03-21 07:33:45,2024-03-21 07:40:55,7,7,SMA 8,SMA Dempo,BT04,BT06,-7.95658,112.61276,-7.9725,112.6218,7.166666666666667,2.0232108549200403,0.11944444444444445
10,2024-03-21 07:40:55,2024-03-21 07:45:22,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,4.45,1.369535376459733,0.07416666666666667
10,2024-03-22 07:13:14,2024-03-22 07:19:39,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,6.416666666666667,1.3487946268033537,0.10694444444444445
10,2024-03-22 07:19:39,2024-03-22 07:20:57,7,7,SD Dinoyo 2,SMA 8,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.3,0.9140332362197978,0.021666666666666667
10,2024-03-22 07:27:59,2024-03-22 07:29:50,7,7,SMA 8,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.85,0.9140332362197978,0.030833333333333334
10,2024-03-22 07:29:50,2024-03-22 07:34:04,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,4.233333333333333,1.4913432233154422,0.07055555555555555
10,2024-03-22 07:34:04,2024-03-22 07:39:19,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,5.25,1.5892632315739608,0.0875
10,2024-03-22 07:39:19,2024-03-22 07:46:55,7,7,MAN 2,SMP 4,BT05,BT07,-7.96334,112.62548,-7.97693,112.6334,7.6,1.7382329657418492,0.12666666666666665
10,2024-03-25 07:13:45,2024-03-25 07:18:30,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,4.75,1.3487946268033537,0.07916666666666666
10,2024-03-25 07:18:30,2024-03-25 07:19:47,7,7,SD Dinoyo 2,SMA 8,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.2833333333333334,0.9140332362197978,0.02138888888888889
10,2024-03-25 07:26:34,2024-03-25 07:27:49,7,7,SMA 8,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.25,0.9140332362197978,0.020833333333333332
10,2024-03-25 07:27:49,2024-03-25 07:33:45,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,5.933333333333334,1.4913432233154422,0.09888888888888889
10,2024-03-25 07:33:45,2024-03-25 07:44:10,7,7,SMA 8,SMP 4,BT04,BT07,-7.95658,112.61276,-7.97693,112.6334,10.416666666666666,3.200573835232762,0.1736111111111111
10,2024-03-26 07:27:23,2024-03-26 07:31:18,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,3.9166666666666665,1.3487946268033537,0.06527777777777778
10,2024-03-26 07:31:18,2024-03-26 07:32:58,7,7,SD Dinoyo 2,SMA 8,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.6666666666666667,0.9140332362197978,0.02777777777777778
10,2024-03-26 07:39:59,2024-03-26 07:41:39,7,7,SMA 8,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.6666666666666667,0.9140332362197978,0.02777777777777778
10,2024-03-26 07:41:39,2024-03-26 07:46:48,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,5.15,1.4913432233154422,0.08583333333333334
10,2024-03-26 07:46:48,2024-03-26 07:53:14,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,6.433333333333334,1.5892632315739608,0.10722222222222223
10,2024-03-26 07:53:14,2024-03-26 07:54:57,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,1.7166666666666666,1.091282026742783,0.028611111111111108
10,2024-03-26 07:54:57,2024-03-26 07:59:11,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,4.233333333333333,1.369535376459733,0.07055555555555555
10,2024-03-27 07:17:52,2024-03-27 07:19:53,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,2.0166666666666666,1.3487946268033537,0.03361111111111111
10,2024-03-27 07:19:53,2024-03-27 07:21:03,7,7,SD Dinoyo 2,SMA 8,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.1666666666666667,0.9140332362197978,0.019444444444444445
10,2024-03-27 07:28:25,2024-03-27 07:29:56,7,7,SMA 8,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.5166666666666666,0.9140332362197978,0.025277777777777777
10,2024-03-27 07:29:56,2024-03-27 07:33:34,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,3.6333333333333333,1.4913432233154422,0.06055555555555556
10,2024-03-27 07:33:34,2024-03-27 07:39:29,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,5.916666666666667,1.5892632315739608,0.09861111111111112
10,2024-03-27 07:39:29,2024-03-27 07:41:24,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,1.9166666666666667,1.091282026742783,0.03194444444444445
10,2024-03-27 07:41:24,2024-03-27 07:46:21,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,4.95,1.369535376459733,0.0825
10,2024-03-28 07:14:53,2024-03-28 07:20:52,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,5.983333333333333,1.3487946268033537,0.09972222222222223
10,2024-03-28 07:20:52,2024-03-28 07:29:29,7,7,SD Dinoyo 2,SMA 8,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,8.616666666666667,0.9140332362197978,0.1436111111111111
10,2024-03-28 07:29:29,2024-03-28 07:30:58,7,7,SMA 8,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.4833333333333334,0.9140332362197978,0.024722222222222222
10,2024-03-28 07:30:58,2024-03-28 07:34:56,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,3.966666666666667,1.4913432233154422,0.0661111111111111
10,2024-03-28 07:34:56,2024-03-28 07:39:30,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,4.566666666666666,1.5892632315739608,0.0761111111111111
10,2024-03-28 07:39:30,2024-03-28 07:40:58,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,1.4666666666666666,1.091282026742783,0.024444444444444442
10,2024-03-28 07:40:58,2024-03-28 07:45:26,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,4.466666666666667,1.369535376459733,0.07444444444444445
10,2024-04-01 07:18:04,2024-04-01 07:21:48,7,7,SPBU Tlogomas,SMA 8,BT01,BT03,-7.93324,112.60354,-7.94979,112.61559,3.7333333333333334,2.2617319586218145,0.06222222222222222
10,2024-04-01 07:29:33,2024-04-01 07:36:42,7,7,SMA 8,SMA 8,BT03,BT04,-7.94979,112.61559,-7.95658,112.61276,7.15,0.8131884117027338,0.11916666666666667
10,2024-04-01 07:36:42,2024-04-01 07:41:16,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,4.566666666666666,1.5892632315739608,0.0761111111111111
10,2024-04-01 07:41:16,2024-04-01 07:42:55,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,1.65,1.091282026742783,0.0275
10,2024-04-01 07:42:55,2024-04-01 07:47:51,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,4.933333333333334,1.369535376459733,0.08222222222222222
10,2024-04-02 07:15:47,2024-04-02 07:21:50,7,7,SPBU Tlogomas,SMA 8,BT01,BT03,-7.93324,112.60354,-7.94979,112.61559,6.05,2.2617319586218145,0.10083333333333333
10,2024-04-02 07:29:12,2024-04-02 07:35:00,7,7,SMA 8,SMA 8,BT03,BT04,-7.94979,112.61559,-7.95658,112.61276,5.8,0.8131884117027338,0.09666666666666666
10,2024-04-02 07:35:00,2024-04-02 07:40:24,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,5.4,1.5892632315739608,0.09000000000000001
10,2024-04-02 07:40:24,2024-04-02 07:41:57,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,1.55,1.091282026742783,0.025833333333333333
10,2024-04-02 07:41:57,2024-04-02 07:46:15,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,4.3,1.369535376459733,0.07166666666666667
10,2024-04-03 07:17:42,2024-04-03 07:21:09,7,7,SPBU Tlogomas,SMA 8,BT01,BT03,-7.93324,112.60354,-7.94979,112.61559,3.45,2.2617319586218145,0.0575
10,2024-04-03 07:28:10,2024-04-03 07:34:40,7,7,SMA 8,SMA 8,BT03,BT04,-7.94979,112.61559,-7.95658,112.61276,6.5,0.8131884117027338,0.10833333333333334
10,2024-04-03 07:34:40,2024-04-03 07:40:44,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,6.066666666666666,1.5892632315739608,0.10111111111111111
10,2024-04-03 07:40:44,2024-04-03 07:48:12,7,7,MAN 2,SMP 4,BT05,BT07,-7.96334,112.62548,-7.97693,112.6334,7.466666666666667,1.7382329657418492,0.12444444444444444
10,2024-04-04 07:19:36,2024-04-04 07:24:18,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,4.7,1.3487946268033537,0.07833333333333334
10,2024-04-04 07:24:18,2024-04-04 07:25:27,7,7,SD Dinoyo 2,SMA 8,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.15,0.9140332362197978,0.019166666666666665
10,2024-04-04 07:32:58,2024-04-04 07:34:34,7,7,SMA 8,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.6,0.9140332362197978,0.02666666666666667
10,2024-04-04 07:34:34,2024-04-04 07:38:46,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,4.2,1.4913432233154422,0.07
10,2024-04-04 07:38:46,2024-04-04 07:43:02,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,4.266666666666667,1.5892632315739608,0.07111111111111111
10,2024-04-04 07:43:02,2024-04-04 07:44:40,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,1.6333333333333333,1.091282026742783,0.02722222222222222
10,2024-04-04 07:44:40,2024-04-04 07:49:08,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,4.466666666666667,1.369535376459733,0.07444444444444445
10,2024-04-05 07:22:56,2024-04-05 07:24:19,7,7,SD Dinoyo 2,SMA 8,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.3833333333333333,0.9140332362197978,0.023055555555555555
10,2024-04-05 07:30:47,2024-04-05 07:32:51,7,7,SMA 8,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,2.066666666666667,0.9140332362197978,0.03444444444444445
10,2024-04-05 07:32:51,2024-04-05 07:36:38,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,3.783333333333333,1.4913432233154422,0.06305555555555556
10,2024-04-05 07:36:38,2024-04-05 07:40:27,7,7,SMA 8,MAN 2,BT04,BT05,-7.95658,112.61276,-7.96334,112.62548,3.816666666666667,1.5892632315739608,0.06361111111111112
10,2024-04-05 07:40:27,2024-04-05 07:42:09,7,7,MAN 2,SMA Dempo,BT05,BT06,-7.96334,112.62548,-7.9725,112.6218,1.7,1.091282026742783,0.028333333333333332
10,2024-04-05 07:42:09,2024-04-05 07:47:38,7,7,SMA Dempo,SMP 4,BT06,BT07,-7.9725,112.6218,-7.97693,112.6334,5.483333333333333,1.369535376459733,0.0913888888888889
10,2024-04-05 07:47:38,2024-04-05 07:54:18,7,7,SMP 4,SMA Dempo,BT07,BT06,-7.97693,112.6334,-7.9725,112.6218,6.666666666666667,1.369535376459733,0.11111111111111112
10,2024-04-18 06:51:11,2024-04-18 06:54:05,6,6,SMA 8,SD Dinoyo 2,BT04,BT02,-7.95658,112.61276,-7.94329,112.61047,2.9,1.4913432233154422,0.04833333333333333
10,2024-04-18 06:54:05,2024-04-18 06:55:57,6,6,SD Dinoyo 2,SPBU Tlogomas,BT02,BT01,-7.94329,112.61047,-7.93324,112.60354,1.8666666666666667,1.3487946268033537,0.03111111111111111
10,2024-04-18 06:55:57,2024-04-18 07:00:19,6,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,4.366666666666666,1.3487946268033537,0.07277777777777777
10,2024-04-18 07:00:19,2024-04-18 07:01:42,7,7,SD Dinoyo 2,SMA 8,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.3833333333333333,0.9140332362197978,0.023055555555555555
10,2024-04-18 07:08:11,2024-04-18 07:09:25,7,7,SMA 8,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.2333333333333334,0.9140332362197978,0.020555555555555556
10,2024-04-18 07:09:25,2024-04-18 07:14:00,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,4.583333333333333,1.4913432233154422,0.07638888888888888
10,2024-04-18 07:14:00,2024-04-18 07:23:00,7,7,SMA 8,SMP 4,BT04,BT07,-7.95658,112.61276,-7.97693,112.6334,9.0,3.200573835232762,0.15
10,2024-04-19 06:53:01,2024-04-19 06:55:31,6,6,SMA 8,SD Dinoyo 2,BT04,BT02,-7.95658,112.61276,-7.94329,112.61047,2.5,1.4913432233154422,0.041666666666666664
10,2024-04-19 06:55:31,2024-04-19 07:00:10,6,7,SD Dinoyo 2,SPBU Tlogomas,BT02,BT01,-7.94329,112.61047,-7.93324,112.60354,4.65,1.3487946268033537,0.0775
10,2024-04-19 07:00:10,2024-04-19 07:01:42,7,7,SPBU Tlogomas,SD Dinoyo 2,BT01,BT02,-7.93324,112.60354,-7.94329,112.61047,1.5333333333333334,1.3487946268033537,0.025555555555555557
10,2024-04-19 07:01:42,2024-04-19 07:02:53,7,7,SD Dinoyo 2,SMA 8,BT02,BT03,-7.94329,112.61047,-7.94979,112.61559,1.1833333333333333,0.9140332362197978,0.01972222222222222
10,2024-04-19 07:09:49,2024-04-19 07:11:10,7,7,SMA 8,SD Dinoyo 2,BT03,BT02,-7.94979,112.61559,-7.94329,112.61047,1.35,0.9140332362197978,0.022500000000000003
10,2024-04-19 07:11:10,2024-04-19 07:13:58,7,7,SD Dinoyo 2,SMA 8,BT02,BT04,-7.94329,112.61047,-7.95658,112.61276,2.8,1.4913432233154422,0.04666666666666666
10,2024-04-19 07:13:58,2024-04-19 07:22:26,7,7,SMA 8,SMP 4,BT04,BT07,-7.95658,112.61276,-7.97693,112.6334,8.466666666666667,3.200573835232762,0.1411111111111111
10,2024-04-19 07:22:26,2024-04-19 07:29:03,7,7,SMP 4,SMA Dempo,BT07,BT06,-7.97693,112.6334,-7.9725,112.6218,6.616666666666666,1.369535376459733,0.11027777777777777
10,2024-04-19 07:29:03,2024-04-19 07:36:07,7,7,SMA Dempo,SMA 8,BT06,BT04,-7.9725,112.6218,-7.95658,112.61276,7.066666666666666,2.0232108549200403,0.11777777777777777
10,2024-04-19 07:36:07,2024-04-19 07:39:11,7,7,SMA 8,SD Dinoyo 2,BT04,BT02,-7.95658,112.61276,-7.94329,112.61047,3.066666666666667,1.4913432233154422,0.051111111111111114
